,textEn,id,created_at,retweet_count,user_screen_name,user_followers_count,user_location,Hashtags,text,Date
162,@SpeakerPGE @RPEonomia @KAKowalczyk @stec_andrzej @_PKEE_ Power plants have the biggest impact on smog? 🤦,1115085222935236608,2019-04-08 02:53:29,0,BacaPogorzelska,10876,"Polska, Warszawa",[],@RzecznikPGE @RPEkonomia @KAKowalczyk @stec_andrzej @_PKEE_ Elektrownie mają największy wpływ na smog?🤦,04-08 
163,"The actor sued you for smog. ""Poison gets into my body""",1115050976929619968,2019-04-08 00:37:24,0,kwiatkowice,260,Łódź,[],"Aktor pozwał państwo za smog. ""Do mojego organizmu dostaje się trucizna""",04-08 
164,@mog_smog @jiminxkook uwur NO A LOS BOTS,1115046920555257856,2019-04-08 00:21:17,0,SoftTannie_uwu,465,ｔａｅ ࿐*:･ﾟ,[],@mog_smog @jiminxkook uwur NO A LOS BOTS,04-08 
165,@ NicoleGuzmn17 UwU eres super hermosa,1115027490420994048,2019-04-07 23:04:04,0,mog_smog,389,en tu pinche corazón ,[],@NicoleGuzmn17 UwU eres super hermosa,04-07 
166,@JustynaGlusman @davideyko @warszawa @trzaskowski_ @alarm_smogowy @smog_wawerski @SmogLab @ MarekSzolc ...,1115026078035324934,2019-04-07 22:58:27,0,niebieskaprawda,16,,[],@JustynaGlusman @davideyko @warszawa @trzaskowski_ @alarm_smogowy @smog_wawerski @SmogLab @MarekSzolc…,04-07 
167,RT @JustynaGlusman: @davideyko @warszawa @trzaskowski_ @alarm_smogowy @smog_wawerski @SmogLab @MarekSzolc @agatadiduszko @ClientEarth_PL @ M ...,1115018608109920257,2019-04-07 22:28:46,1,davideyko,344,"Warszawa, Polska",[],RT @JustynaGlusman: @davideyko @warszawa @trzaskowski_ @alarm_smogowy @smog_wawerski @SmogLab @MarekSzolc @agatadiduszko @ClientEarth_PL @M…,04-07 
168,@davideyko @warszawa @trzaskowski_ @alarm_smogowy @smog_wawerski @SmogLab @MarekSzolc @ agatadiduszko ...,1115018528338382848,2019-04-07 22:28:27,1,JustynaGlusman,1931,"Warszawa, Polska",[],@davideyko @warszawa @trzaskowski_ @alarm_smogowy @smog_wawerski @SmogLab @MarekSzolc @agatadiduszko…,04-07 
169,#Smog occurs only in winter? No. When will the @warszawa finally wash all streets (including parking spaces)? ...,1115016578968498177,2019-04-07 22:20:43,4,davideyko,344,"Warszawa, Polska","[{'text': 'Smog', 'indices': [0, 5]}]",#Smog występuje tylko zimą? Nie. Kiedy @warszawa umyje w końcu wszystkie ulice (w tym również miejsca postojowe)?…,04-07 
170,"@oto_pv @RzecznikPGE @KAKowalczyk @RPEkonomia @stec_andrzej @_PKEE_ However, this is a slightly different thread. Smog is above all ...",1115011560039174144,2019-04-07 22:00:46,0,jmpandera,1771,"Warsaw, Poland",[],@oto_pv @RzecznikPGE @KAKowalczyk @RPEkonomia @stec_andrzej @_PKEE_ To jednak trochę inny wątek. Smog to przede wsz…,04-07 
171,@oto_pv @jmpandera @KAKowalczyk @RPEkonomia @stec_andrzej @_PKEE_ And where is smog here? Lead text is a lie ...,1115010987013357569,2019-04-07 21:58:29,0,RzecznikPGE,1857,Warszawa,[],@oto_pv @jmpandera @KAKowalczyk @RPEkonomia @stec_andrzej @_PKEE_ A gdzie jest tutaj smog? Lead tekstu to kłamstwo.…,04-07 
172,"@ReecznikPGE @KAKowalczyk @RPEkonomia @stec_andrzej @_PKEE_ Eh, and I thought that coal-fired power plants and smog in 2019 ...",1114999772644020226,2019-04-07 21:13:56,0,jakubwiech,2406,"Warszawa, Mazowieckie",[],"@RzecznikPGE @KAKowalczyk @RPEkonomia @stec_andrzej @_PKEE_ Ech, a myślałem, że elektrownie węglowe i smog w 2019 r…",04-07 
173,"@KAKowalczyk @RPEkonomia @stec_andrzej @_PKEE_ Lead is about this? Or rather, it is evidence of the lack of elementary knowledge of cars ...",1114998649329782784,2019-04-07 21:09:28,0,RzecznikPGE,1857,Warszawa,[],@KAKowalczyk @RPEkonomia @stec_andrzej @_PKEE_ Lead jest o tym? Czy raczej to dowód na brak elementarnej wiedzy aut…,04-07 
174,"@l_zaraza_l PiS has already taken care of. He murders trees, murders animals, grows smog ...",1114994298750218240,2019-04-07 20:52:11,0,AleksZawisza,3068,,[],"@l_zaraza_l PiS już zadbał. Morduje drzewa, morduje zwierzęta, hoduje smog...",04-07 
175,"RT @asiamarcowa: @EwaKopacz Like you, Ewa, you impressed me now. Such a smog with us, it is probably PiS's enslavement. When he comes back…",1114984465674264576,2019-04-07 20:13:06,10,IrenaKowska,24,Olsztyn,[],"RT @asiamarcowa: @EwaKopacz Jak Ty mię Pani Ewo teraz zaimponowałaś. Taki smog u nas, to pewnie przez to PiS-owskie zniewolenie. Jak wróci…",04-07 
176,@ hubertp29 @GoTracz @KEuropean BINGO !!! You agreed! These are not jobs for the inhabitants of the Lublin region! ...,1114979555725516800,2019-04-07 19:53:36,0,MazurArtur,454,"Chełm, Polska",[],@hubertp29 @GoTracz @KEuropejska BINGO!!! Przyznałeś rację! To nie są miejsca pracy dla mieszkańców Lubelszczyzny!…,04-07 
177,"@ hubertp29 @GoTracz @KEuropean Hubert, do you believe in these stories? And maybe FR depends on only a few remaining in Poland ...",1114977324036968450,2019-04-07 19:44:43,0,MazurArtur,454,"Chełm, Polska",[],"@hubertp29 @GoTracz @KEuropejska Hubert, wierzysz w te bajki? A może FR zależy, by na terenie Polski pozostała tylk…",04-07 
178,"@jarek_osowski @PKP_PLK_SA The more distant the terms, the more perfect ideas can be promised. And how will he come ...",1114970882181668864,2019-04-07 19:19:08,0,smog_wawerski,270,"Warszawa, Polska",[],@jarek_osowski @PKP_PLK_SA Czym odleglejsze terminy tym bardziej doskonałe pomysły można obiecywać. A jak przyjdzie…,04-07 
179,Hey @RPEkonomia @KAKowalczyk @stec_andrzej why do you play such nonsense? It's Thursday's Turnip. It is not fitting. Ca ...,1114967355766059008,2019-04-07 19:05:07,5,RzecznikPGE,1857,Warszawa,[],Hej @RPEkonomia @KAKowalczyk @stec_andrzej dlaczego puszczacie takie brednie? To czwartkowa Rzepa. Nie przystoi. Ca…,04-07 
180,@CANALPLUS_SPORT @GornikZabrzeSSA @LegiaWarszawa @ carlitoslopez4 Mrs. Maja should announce the stops in Krakow ...,1114966433837015042,2019-04-07 19:01:27,0,Rossi_004,8,,[],@CANALPLUS_SPORT @GornikZabrzeSSA @LegiaWarszawa @carlitoslopez4 Pani Maja powinna zapowiadać przystanki w krakowsk…,04-07 
181,@ walker2353_ and I feel only smog now because I'm driving :(,1114943278137466881,2019-04-07 17:29:26,0,girlwithcoffee_,292,"in bed, all dead",[],@walker2353_ a ja czuję teraz tylko smog bo jadę autem :(,04-07 
182,RT @GrzybAndrzej: 55 #CrossOstrzeszowski I awarded the best high school runners. Thanks to everyone involved! I want to ...,1114941702643552260,2019-04-07 17:23:11,1,pkgrabowski,1077,"Piaseczno, Polska","[{'text': 'CrossOstrzeszowski', 'indices': [21, 40]}]",RT @GrzybAndrzej: 55 #CrossOstrzeszowski Nagrodziłem najlepszych biegaczy szkół średnich. Podziękowania dla wszystkich zaangażowanych! Chc…,04-07 
183,"For the running and all practicing physical activity #czysteptrzetrze, without #smog, it's a matter of health, and naw ...",1114937566736863233,2019-04-07 17:06:45,6,GrzybAndrzej,4139,,"[{'text': 'czystepowietrze', 'indices': [62, 78]}, {'text': 'smog', 'indices': [84, 89]}]","Dla biegających i wszystkich uprawiających aktywność fizyczną #czystepowietrze, bez #smog, to sprawa zdrowia, a naw…",04-07 
184,"@GazetaStoleczna Smog is such a late abortion. Well, modern Europe is too. Less people in the world, less CO2 ...",1114936061250215936,2019-04-07 17:00:46,0,Kazik68697935,8,"Mazowieckie, Polska",[],"@GazetaStoleczna Smog to taka późna aborcja. No, a nowocześni europejczycy są za. Mniej ludzi na świecie, mniej CO2…",04-07 
185,RT @BiznesAlert:. @ Alarm_smog: Fight @MinAnvironment with #smog is fiction # BA24 # environment,1114934137566257155,2019-04-07 16:53:07,3,joakedzierska,735,"Warsaw, Poland","[{'text': 'smog', 'indices': [58, 63]}, {'text': 'BA24', 'indices': [98, 103]}, {'text': 'środowisko', 'indices': [104, 115]}]",RT @BiznesAlert: .@alarm_smogowy: Walka @MinSrodowiska ze #smog to fikcja #BA24 #środowisko,04-07 
186,55 #CrossOstrzeszowski I awarded the best high school runners. Thanks to everyone involved ...,1114926735361863681,2019-04-07 16:23:42,1,GrzybAndrzej,4139,,"[{'text': 'CrossOstrzeszowski', 'indices': [3, 22]}]",55 #CrossOstrzeszowski Nagrodziłem najlepszych biegaczy szkół średnich. Podziękowania dla wszystkich zaangażowanych…,04-07 
187,RT @ Andrzej92721218: This may be the solution for some 👍👍👍 Applause S #Smog #allergy #asthe # #human #czistheater #hearts #health ...,1114923393831383041,2019-04-07 16:10:26,2,place_wellness,49,Polska,"[{'text': 'Smog', 'indices': [72, 77]}, {'text': 'alergia', 'indices': [78, 86]}, {'text': 'astma', 'indices': [87, 93]}, {'text': 'powietrze', 'indices': [94, 104]}, {'text': 'czystepowietrze', 'indices': [105, 121]}, {'text': 'dzieci', 'indices': [122, 129]}, {'text': 'zdrowie', 'indices': [130, 138]}]",RT @Andrzej92721218: To może być rozwiązanie dla niektórych 👍👍👍 Brawo 👍 #Smog #alergia #astma #powietrze #czystepowietrze #dzieci #zdrowie…,04-07 
188,This may be a solution for some 👍👍👍 Applause S #Smog #allergy #astm #air #heepepair # kids ...,1114919482902945793,2019-04-07 15:54:53,2,Andrzej92721218,94,"Warszawa, Polska","[{'text': 'Smog', 'indices': [51, 56]}, {'text': 'alergia', 'indices': [57, 65]}, {'text': 'astma', 'indices': [66, 72]}, {'text': 'powietrze', 'indices': [73, 83]}, {'text': 'czystepowietrze', 'indices': [84, 100]}, {'text': 'dzieci', 'indices': [101, 108]}]",To może być rozwiązanie dla niektórych 👍👍👍 Brawo 👍 #Smog #alergia #astma #powietrze #czystepowietrze #dzieci…,04-07 
189,"@jozefmoneta After four years, smog is systemically good in Krakow. An application based on internal organoleptic measurements.",1114908703243821056,2019-04-07 15:12:03,0,DSobala,26,"Warszawa, Polska",[],@jozefmoneta Po czterech latach smog ma się w Krakowie systemowo dobrze. Wniosek oparty na pomiarach organoleptycznych własnych.,04-07 
190,How does the smog kill? For the development of which diseases contributes? Who in Poland is the most exposed to his ...,1114904179867291648,2019-04-07 14:54:05,0,Otokoclub,238,Warszawa,[],W jaki sposób smog zabija? Do rozwoju jakich chorób się przyczynia? Kto w Polsce jest najbardziej narażony na jego…,04-07 
191,Almost 90 percent single-family houses in the village is heated with solid fuels.,1114882096823242754,2019-04-07 13:26:20,0,B2Biznes,61,Warszawa,[],Prawie 90 proc. domów jednorodzinnych na wsi ogrzewanych jest paliwami stałymi.,04-07 
192,What are the courts ruling in the matters of Wolszczak and 5 other celebrities who smog disturbs? It was enough to ask questions ...,1114880017039790082,2019-04-07 13:18:04,0,odwiert,705,,[],Jakie to sądy orzekają w sprawach Wolszczak i 5 innych celebrytów którym smog przeszkadza? Wystarczyło zadać pytani…,04-07 
193,"@michal_kolanko @SchetynadlaPO Will, will be. For this poisonous smog spread by all TVN antennas occupying ...",1114877169065447425,2019-04-07 13:06:45,0,dobrodziewicz,809,"Kraków, Polska",[],"@michal_kolanko @SchetynadlaPO Będzie, będzie. Do tego jadowity smog rozsiewany przez wszystkie anteny TVN zajmując…",04-07 
194,"Spring, smog has been sent out and again Krakow looks like it should.",1114863840016121857,2019-04-07 12:13:47,0,makowski_m,20756,"Kraków, Polska",[],"Wiosna, wysiało smog i znowu Kraków wygląda jak powinien.",04-07 
195,. @ alarm_smog: Fight @MinAnvironment with #smog is fiction # BA24 # environment,1114860374531219456,2019-04-07 12:00:01,3,BiznesAlert,7849,Warszawa,"[{'text': 'smog', 'indices': [41, 46]}, {'text': 'BA24', 'indices': [81, 86]}, {'text': 'środowisko', 'indices': [87, 98]}]",.@alarm_smogowy: Walka @MinSrodowiska ze #smog to fikcja #BA24 #środowisko,04-07 
196,"@marcin_kulinski @EUntefuhrer Marcin, COUNSELES THAT YOU CAN DO, he has billions of years and many disasters and changes ... heir ...",1114858658406510592,2019-04-07 11:53:11,0,jocieslak,270,,[],"@marcin_kulinski @EUntefuhrer Marcin, OCZYWIŚCIE ŻE SOBIE PORADZI ma miliardy lat i wiele katastrof i zmian..wymier…",04-07 
197,"@MKierwinski WATER +, AIR + two types of deadly hazards has already caught up with Poles, smog and drought failure which ...",1114835313178959873,2019-04-07 10:20:25,0,ASzekla,9,,[],"@MKierwinski WODA+, POWIETRZE+ dwa rodzaje śmiertelnych zagrożeń już dopadło Polaków, smog i klęska suszy która do…",04-07 
198,"@ GreenWwa @JustynaGlusman Where so many, late delays?",1114821875006345219,2019-04-07 09:27:02,0,smog_wawerski,270,"Warszawa, Polska",[],"@ZielonaWwa @JustynaGlusman Skąd tak duże, kolejne już opóźnienia?",04-07 
199,RT @GrzybAndrzej: Brawo @KosiniakKamysz @nowePSL @KEuropean Yes! We've already done a lot of #smog:,1114817426334654465,2019-04-07 09:09:21,10,StruzikAdam,3005,Polska,"[{'text': 'smog', 'indices': [76, 81]}]",RT @GrzybAndrzej: Brawo @KosiniakKamysz @nowePSL @KEuropejska Tak! Dużo ws. #smog już zrobiliśmy:,04-07 
200,"Another, long delays in the fight for #CzystePowietrzeDlaWarszawy. All terms given by ... are out of date.",1114816309156548608,2019-04-07 09:04:55,0,smog_wawerski,270,"Warszawa, Polska","[{'text': 'CzystePowietrzeDlaWarszawy', 'indices': [35, 62]}]","Kolejne, duże opóźnienia w walce o #CzystePowietrzeDlaWarszawy. Nieaktualne są wszystkie terminy podane przez…",04-07 
201,. @ MinAnvironment wants to tighten regulations on informing about #smog # BA24 # environment,1114815073107812352,2019-04-07 09:00:00,0,BiznesAlert,7849,Warszawa,"[{'text': 'smog', 'indices': [60, 65]}, {'text': 'BA24', 'indices': [91, 96]}, {'text': 'środowisko', 'indices': [97, 108]}]",.@MinSrodowiska chce zaostrzyć przepisy dot. informowania o #smog #BA24 #środowisko,04-07 
202,"while they are adults who have power in our country (and in fact they can change something on a large scale, not just an ogre ...",1114804298263728128,2019-04-07 08:17:11,0,introspekcje,114,,[],podczas gdy to dorosli majacy wladze w naszym kraju (i faktycznie mogacy cos zmienic na duza skale a nie tylko ogra…,04-07 
203,RT @SmogLab: That would be the case in 2018 if we implemented the recommendations of experts from the Ministry of Health. With a new smog alarm level that ...,1114784963579322368,2019-04-07 07:00:21,7,FundacjaIRME,365,"Poznań, Polska",[],"RT @SmogLab: Tak byłoby w 2018 roku, gdyby wdrożyć rekomendacje ekspertów Ministerstwa Zdrowia. Przy nowym poziomie alarmu smogowego, który…",04-07 
204,@yesimtyna Probably from Krakow came smog 😂😂😂😂😂😂😂😂😂😂😂,1114784858470014977,2019-04-07 06:59:56,0,GuccixQueenx,371,Somewhere in the world,[],@yesimtyna Pewnie z Krakowa przyszedł smog 😂😂😂😂😂😂😂😂😂😂😂,04-07 
205,"RT @ kaczorowska2: No alarm, no problem? The Minister of the Environment hides smog",1114772933505949696,2019-04-07 06:12:33,21,duda45tlen,1124,3mile od granic Warszawy,[],"RT @kaczorowska2: Nie ma alarmu, nie ma problemu? Minister środowiska ukrywa smog",04-07 
206,RT @FundacjaIRME: Another person sues you for smog. Lesław Żurek vs. the state: poison gets into my body,1114763504928661506,2019-04-07 05:35:05,1,Radjo16,423,"Wrocław, Polska",[],RT @FundacjaIRME: Kolejna osoba pozywa państwo o smog. Lesław Żurek kontra państwo: do mojego organizmu dostaje się trucizna,04-07 
207,Another person sues you for smog. Lesław Żurek vs. the state: poison gets into my body ...,1114762067809120256,2019-04-07 05:29:22,1,FundacjaIRME,365,"Poznań, Polska",[],Kolejna osoba pozywa państwo o smog. Lesław Żurek kontra państwo: do mojego organizmu dostaje się trucizna…,04-07 
208,"RT @alarm_smogowy: It's a mockery. Now the alarm levels for PM10 are the highest in the EU, and after the change will be ... the highest in the whole EU. @MinEnvironment with ...",1114759042726006784,2019-04-07 05:17:21,11,Krzysiek_K,1309,there's no one new around you,[],"RT @alarm_smogowy: To kpina. Teraz poziomy alarmowe dla PM10 są najwyższe w UE, a po zmianie będą... najwyższe w całej UE. @MinSrodowiska z…",04-07 
209,@vas_happenin_nh I have a bed like this and in this fucking smog in Krakow you can not see the stars,1114745631724142592,2019-04-07 04:24:04,0,kennyzxy,16,,[],@vas_happenin_nh Mam tak lóżko i przez ten jebany smog w krakowie nie widać gwiazd,04-07 
210,"RT @nowePSL: 💬 For them, smog is a theoretical threat, for us the worst plague of our time. This smog is one of the reasons for lung cancer, ...",1114646555884163077,2019-04-06 21:50:22,36,NorbertKrysma,63,,[],"RT @nowePSL: 💬 Dla nich smog to zagrożenie teoretyczne, dla nas najgorsza plaga naszych czasów. To smog jest jednym z powodów raka płuc, na…",04-06 
211,So what? Does not smog kill you anymore ?!,1114637648742817792,2019-04-06 21:14:59,0,Artktek,320,,[],Czyli co? Już nie smog zabija?!,04-06 
212,I was at the highest point in my hole and: smog,1114628227958439943,2019-04-06 20:37:32,0,ataeghane,108,rockland,[],bylam na najwyższym punkcie w mojej dziurze i: smog,04-06 
213,"@yunec @guzik_magdalena Not enough, with smog, it's still cattle from all over the EU, we will be able to immigrate to us, and methane, Pi-politics",1114625366008717314,2019-04-06 20:26:10,0,Komorra13,538,"Nie moja wina,ze mi sie kojarzy...",[],"@yunec @guzik_magdalena Nie dosc, ze smog, to jeszcze bydlo z calej UE do nas imigrowac bedzie i metan produkoac, ot PiS-polityka",04-06 
214,RT @AndrzejGu: @MinHealth does not accept absurd proposals for the #smog alarmed on Friday by @MinSenvironment. Is Mini ...,1114623312334864385,2019-04-06 20:18:01,2,Przemek_Filar,2242,Wrocław,"[{'text': 'smog', 'indices': [76, 81]}]",RT @AndrzejGu: @MinZdrowia nie akceptuje absurdalnych propozycji dla alarmu #smog przedstawionych w piątek przez @MinSrodowiska . Czy Mini…,04-06 
215,@marcin_adler @Michal_Kowanski And she complained about smog?,1114616058143494145,2019-04-06 19:49:11,0,tomaszzak_wwa,1836,Warszawa,[],@marcin_adler @Michal_Kowanski A na smog się skarżyła?,04-06 
216,RT @ Andrzej92721218: Allergies? Smog? There is advice for this 👍👍👍,1114607890193629184,2019-04-06 19:16:44,3,place_wellness,49,Polska,[],RT @Andrzej92721218: Alergie? Smog? Jest na to rada 👍👍👍,04-06 
217,@xKittyMendes Polish smog,1114591434307403781,2019-04-06 18:11:20,0,anxlax,1239,nie wiem,[],@xKittyMendes polski smog,04-06 
218,@StZerko You probably get the lowest domestic one,1114590388298317824,2019-04-06 18:07:11,0,domin_smog,25,,[],@StZerko Pewnie dostają najniższa krajową,04-06 
219,RT @_o_wi_: @ ShawnNewsPolan1 Did the Krakow smog harm him?,1114587487677108225,2019-04-06 17:55:39,1,Ola34607769,113,Polska,[],RT @_o_wi_: @ShawnNewsPolan1 Krakowski smog mu zaszkodził ?,04-06 
220,@ ShawnNewsPolan1 Did the Krakow smog harm him?,1114586374882103296,2019-04-06 17:51:14,1,_o_wi_,494,Polska,[],@ShawnNewsPolan1 Krakowski smog mu zaszkodził ?,04-06 
221,What a smog at my window 😱,1114585817530417152,2019-04-06 17:49:01,0,hankusek,226,Polska,[],Jaki smog u mnie za oknem 😱,04-06 
222,@MHenzelMN @KObywatelskaPON @SchetynadlaPO @Platforma_org @KLubnauer @Nowoczesna @piotr_borys @ nowePSL ...,1114582604429365249,2019-04-06 17:36:15,0,DBienkiewicz,138,,[],@MHenzelMN @KObywatelskaPON @SchetynadlaPO @Platforma_org @KLubnauer @Nowoczesna @piotr_borys @nowePSL…,04-06 
223,@MinHealth does not accept absurd proposals for the #smog alarm presented on Friday by @MinSrodowiska. ...,1114577930468851712,2019-04-06 17:17:41,2,AndrzejGu,407,Krako,"[{'text': 'smog', 'indices': [61, 66]}]",@MinZdrowia nie akceptuje absurdalnych propozycji dla alarmu #smog przedstawionych w piątek przez @MinSrodowiska .…,04-06 
224,"@EwaKopacz Like you, Ewa, you impressed me now. Such a smog with us, it is probably PiS's enslavement. How…",1114577244494684160,2019-04-06 17:14:57,10,asiamarcowa,10781,,[],"@EwaKopacz Jak Ty mię Pani Ewo teraz zaimponowałaś. Taki smog u nas, to pewnie przez to PiS-owskie zniewolenie. Jak…",04-06 
225,RT @AgataKowalskaTT: ^ _ ^ Knowledge at the City Hall! Knowledge in the City Hall! #smog,1114567390044532736,2019-04-06 16:35:48,3,tomseidler,193,Poznań,"[{'text': 'smog', 'indices': [61, 66]}]",RT @AgataKowalskaTT: ^_^ Wiedza w Ratuszu! Wiedza w Ratuszu! #smog,04-06 
226,"RT @Przemek_Filar: Minister of the Environment brazenly catches the catastrophic state of air against the Poles, even against the Minister of Health! #Spell…",1114565339705221120,2019-04-06 16:27:39,1,tfurca,1693,Wroclaw,[],"RT @Przemek_Filar: Minister Środowiska bezczelnie ukrywa katastrofalny stan powietrza przed Polakami, nawet wbrew Ministrowi Zdrowia! #Czar…",04-06 
227,SHAME! - The power ONLY promises! The Minister of the Environment lies and hides the truth. #smog # tuberculosis # inflammation ...,1114560608412798976,2019-04-06 16:08:51,0,MarekZadecki,78,Rzeczypospolita Polska,"[{'text': 'smog', 'indices': [76, 81]}, {'text': 'gruźlica', 'indices': [82, 91]}, {'text': 'zapaleniepłuc', 'indices': [92, 106]}]",WSTYD! - Władza TYLKO obiecuje! Minister Środowiska kłamie i ukrywa prawdę. #smog #gruźlica #zapaleniepłuc…,04-06 
228,"@guzik_magdalena @Piostar_mblog Well, what are you? 😱 Little mom smog? Unless it's about the dragon, but it's another story 😹😹",1114544847082409984,2019-04-06 15:06:13,0,malgos_pl,67,"Łódzkie, Polska",[],@guzik_magdalena @Piostar_mblog No co Ty? 😱 Mały mamy smog? Chyba że o smoka chodzi ale to już inna bajka 😹😹,04-06 
229,"RT @RokickaJulia: I want to fight with smog at @Europarl_PL, which annually dyes 50,000 people-said the candidate @Zieloni",1114542320534327298,2019-04-06 14:56:11,7,culturovo,894,Wrocław/Warszawa,[],"RT @RokickaJulia: Chcę w @Europarl_PL walczyć ze smogiem,przez który rocznie umiera 50 tys.osób-mówiła kandydatka @Zieloni",04-06 
230,"@realMATIZORD @Origengg @ G2esports WE'VE been a bit, beating you with my freestyle hit. No s ...",1114542182772412416,2019-04-06 14:55:38,0,ciszek_lol,10,"Kraków, Polska",[],"@realMATIZORD @Origengg @G2esports LECIMY bitem, pobije Cię moim freestylowym hitem. Brak s…",04-06 
231,"@ciszek_lol @Origengg @ G2esports smog in dick & gt; no smog, but you are an imbecile",1114541283131916288,2019-04-06 14:52:03,0,realMATIZORD,181,"Skierniewice, Polska",[],"@ciszek_lol @Origengg @G2esports smog w chuj&gt; brak smogu, jednak jesteś imbecylem",04-06 
232,@pan_olo @KS_ROW_Rybnik @OrzelKlub @ELEVENSPORTSPL it's not clouds yno smog,1114538386092646401,2019-04-06 14:40:33,0,76night76,193,"Toruń, Polska",[],@pan_olo @KS_ROW_Rybnik @OrzelKlub @ELEVENSPORTSPL to nie chmury yno smog,04-06 
233,RT @Andrzej_Miland: PIS solves the problems: too few doctors in relation to the number of patients in hospitals? Beds were destroyed! Smog? Obniżo ...,1114534284516261888,2019-04-06 14:24:15,27,MajDaga,230,,[],RT @Andrzej_Miland: PIS rozwiązuje problemy: za mało lekarzy w stosunku do liczby pacjentów w szpitalach? Zlikwidowano łóżka! Smog? Obniżo…,04-06 
234,"The Minister of the Environment brazenly conceals the disastrous state of air against the Poles, even against the Minister of Health! ...",1114531177724108800,2019-04-06 14:11:54,1,Przemek_Filar,2242,Wrocław,[],"Minister Środowiska bezczelnie ukrywa katastrofalny stan powietrza przed Polakami, nawet wbrew Ministrowi Zdrowia!…",04-06 
235,"I'm fucking dying because I have an allergy mode turned on and the fucking mac is still souls, and there is still smog which makes the symptoms s ...",1114529425465520129,2019-04-06 14:04:56,0,GLashhh,4,cipa twojej starej tak o,[],"kurwa zdycham bo mam alergia mode wlaczony i kurwa mac ciagle sie dusze, a jeszcze jest smog co sprawia ze objawy s…",04-06 
236,"RT @ AnnaMyPrecious1: Another ""otherwise intelligent"" celebrity. Did smog appear in 2015 in Warsaw? Besides, who has ruled there for 12 years? ...",1114527212638748673,2019-04-06 13:56:09,2,ProfesorStepien,267,,[],"RT @AnnaMyPrecious1: Kolejny ""inteligentny inaczej"" celebryta. Czy smog pojawił się w 2015 w Warszawie? Poza tym, kto tam rządzi od 12 lat?…",04-06 
237,"Another ""otherwise intelligent"" celebrity. Did smog appear in 2015 in Warsaw? Besides, who's ruling there for 12 years ...",1114526258262609920,2019-04-06 13:52:21,2,AnnaMyPrecious1,1177,,[],"Kolejny ""inteligentny inaczej"" celebryta. Czy smog pojawił się w 2015 w Warszawie? Poza tym, kto tam rządzi od 12 l…",04-06 
238,"@FilipKochan @a_Brzozka @nowePSL @KosiniakKamysz Well, that's exactly what you did not inform me, the advocate did not give, and I asked. I write ...",1114524747818250240,2019-04-06 13:46:21,0,k_bolesta,1148,"Warsaw, Poland",[],"@FilipKochan @a_Brzozka @nowePSL @KosiniakKamysz No właśnie tego info mi Pan rzecznik nie podał, a prosiłem. Ja pis…",04-06 
239,"@Rafal_Wojcik_ @WalczakPiotr Żurek ..., Żurek ... at once, something tells me ... there was a judge, but he probably knew that ...",1114523278276796416,2019-04-06 13:40:31,0,TW_konfident,284,"Warszawa, Polska",[],"@Rafal_Wojcik_ @WalczakPiotr Żurek..., Żurek... zaraz, coś mi to mówi... był taki sędzia, ale on chyba wiedział, że…",04-06 
240,"#Smog, #stress, environmental degradation, ozone hole, inappropriate #diet - all these elements have an impact on our ...",1114520229336498176,2019-04-06 13:28:24,0,SanofiPolska,12506,"Polska: Warszawa, Rzeszów","[{'text': 'Smog', 'indices': [0, 5]}, {'text': 'stres', 'indices': [7, 13]}, {'text': 'dieta', 'indices': [66, 72]}]","#Smog, #stres, degradacja środowiska, dziura ozonowa, niewłaściwa #dieta - wszystkie te elementy mają wpływ na nasz…",04-06 
241,Another popierdolony celebrity who complains about smog and drives a car Lesław Żurek against the state: to my body ...,1114514754725392384,2019-04-06 13:06:38,0,waqpix,93,,[],Kolejny popierdolony celebryta ktory narzeka na smog a jezdzi autem Lesław Żurek kontra państwo: do mojego organizm…,04-06 
242,"No alarm, no problem? The Minister of the Environment hides smog",1114500700724183040,2019-04-06 12:10:48,21,kaczorowska2,2509,,[],"Nie ma alarmu, nie ma problemu? Minister środowiska ukrywa smog",04-06 
243,"@KuziakS @graniszewski China slowly clog their own tail. And as for climate packages, it's important to maintain ...",1114492534728929280,2019-04-06 11:38:21,0,MirosawStefanek,100,Polska,[],"@KuziakS @graniszewski Chiny zatykają się powoli własnym ogonem. A co do pakietów klimatycznych, to ważne aby utrzy…",04-06 
244,To information,1114488352026312709,2019-04-06 11:21:43,0,Polska_bez_PiS,1242,"Niedaleczko, nad rzeczką",[],Do wiadomości,04-06 
245,RT @AndrzejGu: Alert levels proposed today by @MinSrodowiska are a mockery of Poles' health. What's @MinHealth for? @ MorawieckiM ...,1114484294754492416,2019-04-06 11:05:36,17,Bozenkarzepka,109,"Warszawa, Polska",[],RT @AndrzejGu: Poziomy alarmowania zaproponowane dziś przez @MinSrodowiska to kpina ze zdrowia Polaków. Co na to @MinZdrowia? @MorawieckiM…,04-06 
246,"RT @SmogLab: Yesterday, the Minister of Environment announced new thresholds for air pollution warning. Alert level for pollution ...",1114484216253775872,2019-04-06 11:05:17,5,Bozenkarzepka,109,"Warszawa, Polska",[],RT @SmogLab: Wczoraj Minister Środowiska ogłosił nowe progi ostrzegania przed zanieczyszczeniem powietrza. Poziom alarmowania o zanieczyszc…,04-06 
