,post,date,user,vote,image
76,"               Friends have been living in an old house in Germany for 20 years. House heated with a 15-year-old heating oil stove. Once every two years, an 'environmental' survey is carried out, which checks the composition of the exhaust with a special device. And so this year they got info that this is the last year where they can use this boiler. The exhaust norm exceeded by 6%.  They have choices for electricity or gas and time until the end of December 2019. No one protests, everyone understands the concept of the common good even at the expense of taking credit for this investment. How could we poison others, they ask? Even if we do not have the money, it's not our neighbors' problem. We can always sell this house, live in a block and have a headache problem.  This is the margin to exceed the 7x smog standard in #bielskobiala and healthy Slavic mentality.  #smog #polska show the whole   +: illneverfallinlove, Rapepo +37 others  ",2019-01-21 15:20:59,KrolWlosowzNosa,39,
77,"               I wonder if those people who smoke and contribute to the smog complain about the cold air (͡ ° ͜ʖ ͡ °)  #smog #katowice #warszawa #krakow #polska #heheszki   +: lubie-cheesenik, LithuanianBookSmuggler +15 others  ",2019-01-21 14:56:29,Teufciol,17,
78,"               Such a fog yesterday was just over the city all day. You can probably say that it's a smog but for me it's a fairy tale of the eurocybulum #Wroclaw source: i.imgur.com   +: lubie-cheesenik, Touchamynoodles +3 others  ",2019-01-21 14:47:41,kj5,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_1JQUPlAG0HssWTR5YTl7tqnbCMbZVivu,wat400.jpg?author=kj5&amp;auth=b2cbbeb27a8c87b070dacd894ffb4716""/>"
79,               Is there a tag with anti-dust masks? Because I can not find anything. And digging through the whole #smog is a bit too much work.   ,2019-01-21 14:43:08,Czaajnik,0,
80,               Is a #channel on #ios?  #smog   ,2019-01-21 13:41:21,Encepence2,0,
81,               oh fuck you're all in?  #smog source: smog wawelski.jpg   +: slavas  ,2019-01-21 13:36:23,PomaranczowyKrol,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_fJhBhPK3PruaQnVdQuwebnwUwBkd14Q9,w400.jpg""/>"
82,"               The fact to feel a little burned wood, but it's like a campfire. Even pleasant and you can get used to it (͡ ° ͜ʖ ͡ °) #smog   ",2019-01-21 13:29:30,P.........5,0,
83,"               Smokers of all kinds can be reported here: https://www.wroclaw.pl/srodowisko/piece-to-nie-smietnik  #wroclaw #smog   +: bitterly, Emulsion +6 others  ",2019-01-21 13:14:24,marasgruszka,8,
84,"               You can not breathe, and the buggers burn shit as I sometimes see from the 10th floor. From what I've learned, you can only report to the city guard, number 986, and they send a special eco patrol. I do not know how to get who smokes something in a building, but try to be worth it.  #wroclaw #smog   +: Yukio_Mishima, bitcoholic +6 others  ",2019-01-21 13:09:15,tler,8,
85,"               What about Silesia, what is there in Krakow, here is my dear Pniewy (Wlkp) place and air measurement on Saturday evening. The PM 2.5 standard is exceeded by over 800%!  #smog #polska #wielkopolska #mojkrajtakipiekny . . . click to expand the picture. . source: Screenshot_20190119-203701.png   +: slavas  ",2019-01-21 12:55:31,donpokemon,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_DQ18gdubGFHHnCNPuDecEIyvOfBhPlOz,w400.jpg""/>"
86,"               Wrocław continues to amaze me. I moved here two years ago - until today, this city amazes me in terms of the extremes of feelings that it evokes in me.  On the one hand, it's just a damned pretty city. At the same time (which for me personally is a big plus), I have the impression that everything is close to Wroclaw as we are near the center. A lot of climatic places, a lot going on in terms of music / culture - I can not complain about that. For people the same - somehow I'm lucky and I'm getting to those kind of people who have a normal human approach rather than debaters who want to bring people to their own low level.  On the other barricade? Smog, a lot of dirt, architectural rozpierdol, broken roads, traffic jams, problem with collective transport.  But I have the greatest extremes in terms of what is hard to verify with data: climate. Because something is in this city, it is an uncountable ""something"". Though it may have been in my love for Wroclaw, my mother comes from here and she always talked about him warmly.  NADODRZE.  This is where I used to go when I was in college. This is where I live now and it is Nadodra who I meet from a different angle. It's morning - the time I reorganized totally in relation to how mornings looked when I worked regularly. I am training now in the morning, going out for a little walk and possibly shopping to gain strength for the day. Well, I'm visiting. I enter the streets which I have never seen, I am looking for places that might interest me, I find inscriptions, murals, architectural wonders and ... And I have extreme feelings (ಠ_ಠ)  I go through the square of Saint. Maciej, I am looking at tenement houses, I pass people and I try not to notice how much pollution the city is feeling. I come to ul. St. Wincentego and I see the street in all its glory. Ah, this architectural rozpierdol. In the background, the chimneys of the power plant, in the middle of which, in the closest plan, the building is totally unsuitable for the rest in the style of a manor house, and in the nearest plan, tenements stretching along the street. Some are shabby, while others are renovated in their own way. The picture perfectly shows the extreme of feelings, the more that in its entirety - it has its own indescribable atmosphere.  I take a picture, I go further down the street and notice the gate with a whole painted with a specific mural - it's a signal to look here, and if I can find a place to rent for a workshop or some interesting place. Passing through the gate I enter a completely different atmosphere of Wroclaw. Opposite me, Ekocentrum - a bizarre building that is architecturally totally incompatible with the whole yard, but it is quiet here, quietly, I would say that it is amazingly nice. I see the next inscriptions, murals and again feel a strange atmosphere, this time completely positive, a change about the degree of what I saw with the chimneys of the power plant in the background.  And so it is often here - the more yards I see, the more I notice this architectural rozpierdol of Wroclaw which nobody controls and which is perhaps our national domain - we probably have not been able to preserve any continuity in construction, not counting urban markets for decades.  I'm smoking a cigarette, I'm going to Ptasia, to a small marketplace where often older people run their businesses, and I can buy fresh vegetables, sometimes a flower from my grandma who probably broke him at home and wants to earn some extra money. Now in the winter there are almost none, but in the spring or summer I can buy for a few zlotys freshly fragrant without, which can not be so easily found in a big city.  A strange atmosphere. And at the same time, I still feel good here, despite all the chaos that has been taking place in my life. I learn Wroclaw anew, I am convinced that it is worth coming along the Oder, that Osobowicka also has a few strange unique places to which I can return and I make sure that the worst period in the city is winter. And she passes and soon it will be really beautiful here.  #dziendobry #rozkminkrzaka #opowiadanie #milegodnia #wroclaw show the whole source: IMG_20190120_161053.jpg   +: vanitydomain, hansrey +45 others  ",2019-01-21 12:12:27,bkwas,47,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_rCZC77QQATwKKhop2I4Dw46F4HVOg6DD,w400.jpg""/>"
87,"               Give me a break with this smog. Twenty years ago, you would hire yourself as a surface miner, process smog for coal, and rejoice that the job is and today you just complain. Give people a bit of freedom and they are already making claims. #Katowice   +: LobuzKochaMocniej, pilot1123 +2 other  ",2019-01-21 11:12:18,sylwke3100,4,
88,"               You can see it with the naked eye I live in a small town in Poland, B Lubelskie, today the collection of rubbish (dry plastic packaging plus paper) collected every 6 weeks, I with my 4-person family produces about 5 bags of such waste for these 6 weeks. And now in a warm period (then people do not smoke in the oven) most of the neighbors have a similar number of sacks as I was put away (around 5). In the winter, these bags exhibit one or none at all. I will add that quarterly anyway they pay for rubbish collection set by the municipality amount)) ¯_ (ツ) / ¯ but they still burn rubbish, if people's attitude to waste management and smog is not changed then I am sure that one with Janusz even after exchange the stove will try to burn the garbage in the oven)) ¯_ (ツ) / ¯ because it always does and will continue to be smog and stink. #smog #polska #ekologia #takaprawda #januszpol show the whole   +: Mcx00, taazowsky +9 others  ",2019-01-21 11:09:54,spion999,11,
89,"               #myslowice #smog, #katowice are you alive? source: myslo.jpg   +: swaginsky3000, pestis +11 others  ",2019-01-21 11:06:47,Crea,13,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_7p2zn3qPTR5FGmxgpl8BVXtd1AMhgd7y,w400.jpg""/>"
90,"               Greetings from Wieliczka #smog #krakow source: OMFG.png   +: slavas, WONSZIPAJONK +4 others  ",2019-01-21 10:54:24,StaryTwojejStarej,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_i0zmRfZKH9yEsFNCaXgTaCc19CKua3p9,w400.jpg""/>"
91,"               ᕙ (⇀‸↼ "") ᕗ I do not live there #smog . . . click to expand the picture. . source: embed.jpg   +: slavas  ",2019-01-21 10:49:47,JohnnyAK11,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_IXjR0sA2BPAOuNubx65QclNx4rUIHOsu,w400.jpg""/>"
92,"               And on the trench this grandfather is 39% according to the survey  https://dorzeczy.pl/kraj/56052/W-Polsce-nie-ma-smogu-Korwin-Mikke-znow-zaskakuje.html  https://www.wykop.pl/wpis/38434155/godzina-10-minela-mamy-wyniki-sondazu-wygrywa-z-og/  #smog #korwin # 4kuce #neuropa # 4konserwy #polska #ekologia #polityka #korwin show whole source: 1.png   +: must, right_reasure_15 + others  ",2019-01-21 10:19:28,Lukardio,158,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_GnlqoGQUULEhOnVZTBrzbOjyr0lHpg7S,w400.jpg""/>"
93,               Someone smog too bad and even dates do not embrace XD #Cracow source: embed.jpg   ,2019-01-21 10:14:02,Fajnisek4522,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_mmcbOJ8BYQOn1AXsyB60Pio8nTTmEGdQ,wat400.jpg?author=Fajnisek4522&amp;auth=34eed424c0b336b0eabd1efd7e4ef322""/>"
94,               #smog #netflix [see 1111111.png]   +: unusual type  ,2019-01-21 10:12:57,wykopujacy,1,
95,"               Any politician or person who has the power to decide about our lives who thinks that the problem of smog does not exist - should be planted around single-family homes on cold nights. If it does not convince him - then he should be planted on a special platform over the chimney of such a house.  #smog   +: slavas, spere +2 others  ",2019-01-21 10:05:28,Holenderski_Ser,4,
96,"               #lublin #smog  For a nice start to the week ... . . . click to expand the picture. . source: Screenshot_20190121-095959.jpg   +: slavas, tell_me_more +4 others  ",2019-01-21 10:01:37,mroczne_knowania,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_PRJwSEAgDM0PAdllDNDq7mH0BAvj8wzK,w400.jpg""/>"
97,"               How people can not afford ecological heating is what you wonder that they smoke just anything (͡ ° ͜ʖ ͡ °) Let people earn their earnings first and then they get ecology for ecology.  show the spoiler of my uncle's words, the owner of a newly built house near Wroclaw for over PLN 1 million   #smog #ecologia #krakow #katowice #wroclaw #ogrzewanie #takaprawda #polska #polak show whole source: ff4.xcdn.pl   +: SpeedFight, Boolie +371 others  ",2019-01-21 09:43:53,Lukardio,393,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_rvSks7rxTVRQNVbtvvNDXZu2mi1SI9TM,w400.jpg""/>"
98,"               The army should travel around these villages around Krakow and check what primitives are smoking, and in case of detecting cheap coal / tree / rubbish, dismantle the stove at the expense of the owner and connect it to the central heating. Yesterday I passed through Kryspinów and it was worse than in the center. This morning, when I left the car from the garage, I did not do well. #krakow #smog   +: raFFcio, JudzinStouner +19 others  ",2019-01-21 09:36:10,trevorphilip,21,
99,"               Someone fucked with this #smog in #kielce. My block is a skyscraper and has 4 floors (ಠ_ಠ)   +: Scorpjon, Jonn +11 others  ",2019-01-21 08:59:03,piwosz-neofita,13,
100,"               It was much better this morning, only 700% (╯ ° □ °) ╯( ┻━┻  #smog #zalesie source: Screenshot_2019-01-21-08-39-35-967_com.miui.gallery.png   +: boukalikrates, AgainPsychoX +2 others  ",2019-01-21 08:43:22,bajeron,4,
101,"               #krakow #smog Are you, are you? (╥﹏╥) source: smog.JPG   +: Gadgetztan, enron +5 others  ",2019-01-21 08:19:58,sztefen_muller,7,
102,"               How is the Tri-City further away in green? Greetings from Krakow who as politicians say is the leader in the fight against smog :) Today in the morning 600%, we excel :) For those who wonder what it is like when I came out this morning, I thought I would vomit, that's how it really felt! #smog #smogkrakowski #krakow #gdansk #gdynia #polska #polityka # show whole source: Beztytułu.jpg   +: sad_pepe, SiemkaKtoPeeL +63 others  ",2019-01-21 07:42:45,zidane,65,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Ry7As4YI5dP6i9PL0BkFItlTxq6Xw8gh,w400.jpg""/>"
103,"               #Vistula #smog #health  By what right, cities such as Wisła and Ustroń, and other ""spas"" like Rabka-Zdrój can charge the climate fee? You can get respiratory diseases there source: Beztytułu.png   +: zagu, zapieponczek +14 others  ",2019-01-21 07:25:55,finchharold,16,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_9cPUrTuVrvvls4uw3qHsdWqKoi2bq9k5,w400.jpg""/>"
104,"               It's probably not fog #smog #krakow . . . click to expand the picture. . source: 1548051637497.jpg   +: Stalowa_Figura, zararrra +2 other  ",2019-01-21 07:21:13,CrazyxDriver,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_WPop6eAAlSrcclI5IqgIykNkNJq9Wnbv,w400.jpg""/>"
105,"               You, #krakow want to gas? Even the forest with shit does not have the same temperatures as you and the whole of Lesser Poland. 1200% exceeded the standards in the middle of the landscape park.  #smog . . . click to expand the picture. . source: 1548044855669.jpg   +: cns, Ulany_Utopiec +26 others  ",2019-01-21 05:28:36,Shewie,28,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_P3VAvJ33TqcUkhHHKD7NlybEnzw4MYhx,w400.jpg""/>"
106,"               Fuck, what a shit (͡ ° ʖ̯ ͡ °) #krakow #smog . . . click to expand the picture. . source: 1548037865425.png   +: boukalikrates, NitrousOxide +2 others  ",2019-01-21 03:31:09,menstruacyjnakaszanka,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_1wMxoU8hWWKrHwChbG2oLqcSoH2KXTP8,w400.jpg""/>"
107,"               What is Katowice, we are breaking the record today? #katowice #smog source: 321.jpg   +: Michael_Scott, Jonn +66 others  ",2019-01-21 02:55:29,Diego,68,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_41aZKnH9cZa9cb9yp8oi78TNTeR9f96B,w400.jpg""/>"
108,"               Fuck this, it's bunkering at home and I'm closing for the next two days XD  #wroclaw #smog   +: kasroter, slavas +4 others  ",2019-01-21 00:52:36,Blakiii,6,
109,"               I wanted to ventilate the room to sleep but smog and pm10 concentration 276% of me effectively dissuaded xD  #smog #dobranoc #gownowpis   +: face, boukalikrates +1 different  ",2019-01-21 00:52:27,TymRazemNieBedeBordo,3,
110,"               super air fuck, no more scale #opole #smog . . . click to expand the picture. . source: embed.jpg   +: ayanami, patrolez +5 others  ",2019-01-21 00:22:08,onechaos,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_l4Gn6Mdrp2QC6ldHRnI11YbZkIcGNtDx,w400.jpg""/>"
111,"               Ulan Bator overtook Wroclaw, it is unthinkable, chasing gnomes to the boiler room! #smog #wroclaw source: 1.JPG   +: patrolez, ayanami +20 others  ",2019-01-20 23:31:42,skarbie,22,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_ZJXjp2FRTiNiA2pRfBPrZExJyy0Nx9RO,w400.jpg""/>"
112,"               Your attitude to smoking garbage and just shit in the oven.  1. Let everyone heat whatever they like and how they like it, I also smoke whatever they are and now the eco-lovers are constantly talking about smog, dragon, it used to be, even worse and somehow people lived. 2. I smoke with garbage and anything, I am not surprised at all that people do it too, we can not afford a better source of heating by the state and the economy. 3. I smoke so much and it does not bother me that others do it, because all in all, my impact on this environment is small and you need to warm up. Poland is not Germany or Scandinavia that makes good money there and become people for eco-heating. 4. The fact bothers me what to do, I can not afford gas heating, no extra charge 5. I try to heat it so that it is not harmful, but others do, but I do not do anything about it. 6. I warm up organically, or I try and admonish my neighbor if he smokes rubbish or other shit. 7. Ecologically warming up or I am trying and reporting my neighbor for pale or other services like burning piles or anything. 8. I am an ardent eco there, promote eco heating, despise with poisoning, and take part in anti-smog patrols and make others aware of others etc. etc. 9. I have no opinion / I do not know 10. other  #smog #polska #ankiet #polak #polskiedomy # question #ecologia #ogrzewanie #gownwpis #Pole #wroclaw #katowice #opole #radom #krakow show the whole thing source: zyciesokolowa.pl   +: ayanami, adaska  ",2019-01-20 23:17:42,Lukardio,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_eV6bFNAWFY4qFR4lTJ09IKWJosAShWGf,w400.jpg""/>"
113,"               Will you recommend the air purifier to your home, max 1000 PLN ?? #smog   ",2019-01-20 23:06:16,soxn,0,
114,"               3900% WHO xDD norm This is not fucking funny anything and nothing xD #smog #wroclaw . . . click to expand the picture. . source: Screenshot_2019-01-20-22-58-24-912_en.tajchert.canary.png   +: EndriuGolara, slavas +140 others  ",2019-01-20 22:59:39,Reepo,142,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_BgW2k2faMa7IaxMU08DLzLGsKXYmt0an,w400.jpg""/>"
115,"               Take Halinka to throw in the felts and bottles because it dims #smog #nowasol . . . click to expand the picture. . source: 1548020963012.jpg   +: elejawo, Niewiemja +7 others  ",2019-01-20 22:49:38,SaveznaRepublikaJugoslavija,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_zzSOKGB7ia4bCldgSMYIqA4SVWTaYdQf,w400.jpg""/>"
116,"               By. WHO standards are poor ... #wroclaw #smog . . . click to expand the picture. . source: 1548020834886.tajchert.canary.png   +: bitterly, patrolez +2 others  ",2019-01-20 22:47:38,bachus,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_uJkrzdsH2ZGAVPOVd4z4fP08717kxPxc,w400.jpg""/>"
117,"               Stably in the Rock (Í¡ ° ÍœÊ- Í¡ °) #smog [see photo from i.imgur.com]   +: mrevilek, RealBirb +1 other  ",2019-01-20 22:37:13,BrettyGood,3,
118,"               There must be a huge tragedy in the form of mass extinction, so that local governments and the government do something. As long as no one dies, the problem does not exist. A sick country, but we have a mentality. #smog #slask #krakow   +: megawatt, Lemo +13 others  ",2019-01-20 22:22:49,BlackHawk144,15,
119,"               Wrocław Zdrój invites asthmatics. #wroclaw #smog . . . click to expand the picture. . source: Screenshot_20190120-220050.png   +: Xagog, fisherman_fischermann +7 others  ",2019-01-20 22:02:49,dariusz666,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_SWAB3L7ZzpsABh9WAU3i33w915kFRyu5,w400.jpg""/>"
120,"               Taste refreshment #smog #katowice . . . click to expand the picture. . source: Screenshot_2019-01-20-21-51-24-853_eu.airly.android.png   +: slavas, blackmesa +2 others  ",2019-01-20 21:52:34,arrent,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_VYlG5rz1M4fRWope7gN6KW9FtoUQv1Mh,w400.jpg""/>"
121,"               What do you need to make an alarm? Although it is more a catastrophe ... #smog #kielce source: smog.jpg   +: slavas, greggy +6 others  ",2019-01-20 21:44:05,boltzmann,8,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_HayrMJvyUoFye5eu3eyLIl68FiRjrVgj,w400.jpg""/>"
122,"               #want What are you smoking !! ?? PM10 612 ug / m3! The alarm level starts from 300 ... #smog source: Beztytułu.png   +: slavas, decrease +1 other  ",2019-01-20 21:43:23,finchharold,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_0jWF3tq5Y5SFltJvY7xBcBQ6gL2CbpaU,w400.jpg""/>"
123,               See Chrzanów #smog   ,2019-01-20 21:34:26,uszyk90,0,
124,"               You can see #shows source: challenge.jpg   +: cecyl, ICame +4 others  ",2019-01-20 21:02:51,oba-manigger,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_bnfJ9DE81aCPq8zLHNgCGhZbbzSOypZZ,wat400.jpg?author=oba-manigger&amp;auth=9ee42464fbdd9832b4913c9a39cbc949""/>"
125,"    It's not carbon that causes smog only car fumes  show the spoofage spoiler goes out (͡ ° ͜ʖ ͡ °)  #smog source: ih0.redbubble.net   +: niepaniaju, GaiusBaltar +4 others  ",2019-01-20 20:58:48,Mateo094,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_2mkxSU8W8sxT0RiA9t4RPynhy09bSYPu,w400.jpg""/>"
126,"               GJ #smog source: Screenshot_2019-01-20-20-55-05-013_com.android.chrome.png   +: must, slavas +5 others  ",2019-01-20 20:55:49,Reepo,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_yCWcDhbb0aqCplsjH5NEE5CNPcZGIpp9,w400.jpg""/>"
127,"               Muchobór, are you living there? xD #wroclaw #smog source: Screenshot_2019-01-20-20-52-41-391_eu.airly.android.png   +: must, plnk +22 others  ",2019-01-20 20:53:29,Reepo,24,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_E5O5oRikq6m2cuAIalapEX4kvBbpI52n,w400.jpg""/>"
128,"               #high #smog Left air quality at 20:00 according to airly.eu. On the right, the temperature in the morning from windy.com (blacks below -8 degrees, white above -6). If only we could find a dependency ... source: powietrza_temperatura.jpg   +: Apollo1993, boukalikrates +10 others  ",2019-01-20 20:41:56,embrion,12,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_oifTf9V0nRe5tbEv57PaYCoFQzQcu5vm,w400.jpg""/>"
129,"               Sorry, we have such a climate #smog   +: must  ",2019-01-20 20:16:56,P.........5,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_vqS4raPa6dXxSfGQXDliUjLQE7AhsZlC,w400.jpg""/>"
130,"               Stink outside the window #smog #slask #tychy . . . click to expand the picture. . source: 1548011652999.malopolska.smoksmog.png   +: Bummerang, mustol108 +7 others  ",2019-01-20 20:15:16,Smart86,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_nuon7rr6RgyvLAtT6iW1TtB5G2StC27B,w400.jpg""/>"
131,"               Can someone explain to me why in the north of the country there are definitely more cases of lung cancer than in the south? Looking at the map of air pollution, it would be logical to say that it should be the other way around. We've resisted this smog or what? I was looking for a map of infarctions somewhere (because it is the second popular disease caused by class = ""bgfbfbd3""> smog",2019-01-20 20:03:06,Wiktorgg,2,
132,"               The whole city stinks with exhausts until the head hurts #wroclaw #smog source: 1548009943577.jpg   +: ziutek1294, ppawel +18 others  ",2019-01-20 19:47:15,Trashq,20,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_b0b0jjgkc47fRfIdgbUQ8OyFINswtSd9,w400.jpg""/>"
133,"               For fucking Wroclaw, 1300% of the norm, do you live there? What are you doing there, evacuating or something. #wroclaw #smog . . . click to expand the picture. . source: Screenshot_20190120-192811_Canary.jpg   +: patrolez, krzysiekdw +13 others  ",2019-01-20 19:29:33,agdybytak,15,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_NsGAZs9DMSDEwYM8dF439G3HSsF6Zz2X,w400.jpg""/>"
134,"               This is an exaggeration. 800% exceeded the norm, crap in the air that you can not breathe.  And what? And shit. Zero info in the media and generally nobody does anything about it ... Hands are falling ... #kielce #smog #air . . . click to expand the picture. . source: Screenshot_20190120-182740_Smog Kielce.jpg   +: Indikatiwus_presentusaktiwus, Rapepo +10 others  ",2019-01-20 19:00:11,goomowy,12,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_UWiDlVIahggJxSRylzyUQWiR3SQwX1wT,w400.jpg""/>"
135,"               Mirko pomusz, due to #smog I am looking for #power cleaner #powair to a very small room (about 10 m ^ 2), price up to about 700-800 PLN. It's important that he also be quiet. #electronics A few types came out of preliminary research:  - #xiaomi Air Purifier 2 different opinions, but it has the Hepa E11 filter, everywhere is said to have Hepa 13, does this E11 also give advice and is acceptable? - link to parameters here. And the filter to replace in fact after a maximum of 6 months, or after about 3?  - Sharp FP-F30EUH - 700 PLN, Hepa filter and initial filter.  Warmtec also looks interesting:  - Warmtec AP ONE - PLN 400, small. hepa, activated carbon. A bit suspicious that so cheap.  - WARMTEC AP077W - 600 PLN, already normal dimensions, hepa 13, ionization, it looks solid.  There are also brands less known to me like: Blueair, Webber, Klarta.  I am renting a room with such dimensions and something would be useful. In general, as the HEPA filter is written, without any number, it must be assumed that it is 13, or rather a roller and misleading and may be lower? show the whole   +: slavoy, archi3 +1 other  ",2019-01-20 18:29:17,gundogawa,3,
136,"               I forgot to close the windows when I left in the morning and a little ""ventilated"" flat. Amazing stink (͡ ° ʖ̯ ͡ °) According to forecasts, this situation is expected to last for the next three days. #smog #domains #poland source: 2019_01_20_17_21_10_Mapa_Airly_stan_jakości_i_poziom_zanieczyszczenia_powietrza_w_Polsce.png   +: patrolez, slavas  ",2019-01-20 17:28:45,high_hopes,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_7eOstWXX9q2gVvqwzCPiu3pmlAVteGPa,w400.jpg""/>"
137,"               m g #wroclaw #smog source: lh3.googleusercontent.com   +: pestis, patroles +12 others  ",2019-01-20 16:35:19,Reepo,14,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_LR2YZMWRnSkX2p4nnyScYsJ5HlvatjUo,w400.jpg""/>"
138,               I just landed in #wroclaw. You do not even know how this #smog looks from above   ,2019-01-20 16:19:47,FELIX90,0,
139,"               Look what freetinkers xD Smog is a lie, filters? No, filters do not work xD Air cleaners? Magic devices XD I, how in Poland is there to arise the awareness that we have a problem with the fucked air? Smog it is for lalusii, I repeat, the invention of dolls! Smog would have to have an immediate effect to convince some people, maybe after such a repeat from London some would wake up xD  #smog #shitwykopsays #neuropa show the whole thing source: i.imgur.com   +: Lipathor, Niesrzyjazny_Ziemniak +157 others  ",2019-01-20 16:00:51,Reepo,159,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_2lqK6POAHfbNdzRRa29BdJW6VaZyzGpI,w400.jpg""/>"
140,"               But I'm pissed off. The fact that some Kowalski is an idiot and sells the stove on the OLX, describing it as serving to incinerate garbage and overworked oils is nothing more. I have just found an advertisement, where the producer displays the stove and writes in the same way that    it can be supplied with oil of various origins, including: oil m, used (used) motor oil, transformer oil, vegetable oil, machine oils, mineral and synthetic oils, etc. https://www.olx.pl/oferta/piec-koza-nagrzewnica-smieciuch-na-zuzyty-olej-20kw-do-200m2-od-olmet-CID628-IDvkEOE.html http://www.olmet.info.pl/portfolio/piec-ng30/  I have no words to comment on such stupidity.  #smog #air pollution #januszebiznesu show the whole source: Capture. JPG   +: Apollo1993, LM317K +3 others  ",2019-01-20 15:35:55,ortofosforan,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_WnoxAUycoZXGt3sr2upeYZ2we2HZHB0Q,w400.jpg""/>"
141,"               WTF #smog #patologiazewsi . . . click to expand the picture. . source: 1547991022539.jpg   +: P ..... r, Cukrzyk2000 +783 others  ",2019-01-20 14:30:38,sokool,785,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_zI772rvFfiSwdeMnC9NK85hJxGhlqmJI,w400.jpg""/>"
142,"               People fucked up that they go for walks with small children in wheelchairs in such a smog? I have not seen anyone in the mask today: | I feel like I'm some social activist going with a girl in xDD masks. She'll be wearing masks, not for my own good, but I would not feel like an idiot, plz xDDD #wroclaw #smog   +: azetka, lubie-cheesecake +328 others  ",2019-01-20 13:52:59,Reepo,330,
143,"               #smog  #Cracow source: canada.ca   +: miszczu90, Bellie +1 different  ",2019-01-20 11:23:08,kommie,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_jLgEg5Fr61NQJnGJPKu7ZnsLcmnk2Lrp,w400.jpg""/>"
144,"               It's as if someone was wondering why (among other things) such a dragon today in Wrocław ... They did not choose the Pope again. What the hell they smoke, after all, even old rubber boots do not so much. #wroclaw #smog [see 100_1421.JPG]   +: krzysiek99, Mallow +11 others  ",2019-01-20 11:12:19,Jarasznikos,13,
145,"               Do you think that pollution will fall from critical to dangerous values ​​by the evening? #warszawa #smog   +: ShpxLbh, slavas  ",2019-01-20 11:09:46,FearFactory,2,
