,post,date,user,vote,image
99,               #wroclaw #smog #mpk I do not know what else to write besides the tags. All depends)) ¯_ (ツ) _ / ¯ source: 1543513411931.jpg   +: wypok_user  ,2018-11-29 18:46:00,woleslaw,1,
100,"               We are going to run (͡ ° ͜ʖ ͡ °) #smog #jakoscpatrza #powietrze source: Capture_2018-11-29-18-32-35.png   +: Rapepo, slavas +1 other  ",2018-11-29 18:33:35,DPary,3,
101,"               greetings for #bielskobiał #smog source: pbs.twimg.com   +: yeron, Opipramoli_dihydrochloridum +3 others  ",2018-11-29 18:27:20,bajnok8,5,
102,"               #coolstory #truestory #rakcontent #smog  Interview with a woman (lvl approximately 70+) about smog. (ja): (...) and it is known that currently the air in Poland is very polluted, especially that the heating season has started and people are burning various pigs. (woman): Yes, I know, the neighbors smoke garbage, but at home, it burns with plastic, but with a washed one.  Curtain. show the whole   +: ailenrokc, krywwa +15 others  ",2018-11-29 18:07:09,Shit_happens,17,
103,"               This moment when you come back home and 300 meters before you reach the place you know that either the Polish army is testing artificial mist generators nearby or the pope was chosen. You walk a few meters closer and you feel it. This is not the case of the Polish army or the conclave. This somsiad burns in the furnace while smothering and scaring the near and distant areas.  At this point, I am in favor of improper burning in the furnace to punish in the same way as smoking garbage. You can not fucking learn to make a scolding. And if you do not want to learn, stay home wrapped in ten blankets but at least do not let people hang around.  #smog #bekazodymdzi show the whole   +: kupczyk, tomosano +3 others  ",2018-11-29 17:59:00,Jade,5,
104,"               But I would dig through that snout, which is the owner of this burnt landfill. In the whole city, they smoke tires, as if someone burning a rubber fire every 20 meters. You can not live like that. If I did not get cancer from the excavation, I will certainly get this incident from this incident.  #zones #boldupy #smog   +: murarz13, BlackHawk144 +3 others  ",2018-11-29 16:08:37,ruszka,5,
105,"  == ➡️ Xiaomi air purifier for 887.77 PLN ⬅️ ==  Do you know that the air in Silesia is already dirtier than in Beijing? And it will only happen in the winter! If the smog poisons your life, choose the Xiaomi air purifier. This device contains a laser pollution sensor and can clean 500 cubic meters of air per hour.  It also manages fur and dust, so it is recommended for allergy sufferers. It can also be controlled using the application on the phone. Delivery of Priority Line to Poland. Do not be poisoned, choose Xiaomi!  #gearbest #chinskiecuda #promocja #smog show the whole thing source: des.gbtcdn.com   ",2018-11-29 13:04:13,GearBest_Polska,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_iE15WQoySjegvdOxDjVxj9YcDAHeFdC2,w400.jpg""/>"
106,"               Mircy, I've done a purifier for the air last time, and it would be a good idea to check if it does anything at all, except that he howls. Does anyone have any reliable air quality meter (preferably PM10 and PM2.5) and would be able to borrow it for example for one day? The rate to be settled, of course. I'm not smiling to buy something like this one time and buy and then send it back, I think it's a little bit onion.  #krakow #smog #alarmsmogowy #powietrze #kiciochpyta show the whole   +: nefili, Emulsion +1 different  ",2018-11-29 09:39:48,r3m0,3,
107,"               Are there any fashion for this game that adds smog or other pollution? I would like to build something ala Krakow. #citiesskylines   +: disability, maciej__ +1 other  ",2018-11-29 00:37:32,Multikonto2137,3,
108,"               #grudziadz #smog (╯(╰,) source: scontent.xx.fbcdn.net   +: Freakz, tomosano +3 others  ",2018-11-28 23:55:25,antros,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_VbuMNvsngFWKoDGQmxmFxLPsOXctQkv9,w400.jpg""/>"
109,"               I would like to live in a country like India or Bulgaria, to get out of this #smog and finally breathe clean air   ",2018-11-28 23:10:33,Uzytkownik2,0,
110,"               What applications with smog measurements will you recommend? I installed air in Krakow, but I do not like it ... It would be nice if there were forecasts. #krakow #smog   ",2018-11-28 22:48:04,agaja,0,
111,"               #kiciochpyta #prawo #zalesie #smog Mircy advise something, renting a flat agreement by September 2019, the contract is only a record that the contract may be canceled by the owner one month in advance. The point is that it can not be done anymore. Every day around 8:00 PM, she smokes so much in the apartment that she can not stand it. I got a cough. It's hard to breathe. My lungs stung. And stink so that it is impossible to sit there. The problem is the neighbor who smokes with some kind of stuff, everything flies on me and through the thick vegetation the wind has no way to blow it out. The type has already been reported because the whole area complains was 2 days calm and again. The owners agree that this is a problem but they do not do anything about it. It is an old apartment walls that are probably cracked because there are some leaks, I suggested to the owners some actions in this matter and they did not react. What can I do to get rid of the problem? show the whole   +: lubie-cheesecake, RoastieRoast  ",2018-11-28 22:12:59,jakfau,2,
112,"               Halko #piotrkowtrybunalski like feelings after entrusting the city for the protection of the divine mother? Better? Smog disappeared? Feeling better? Moods? Because I do not know whether to propose to the president of my city #sieradz for the same entrusting. I wonder if Mary's mother still has free places to entrust .. #pdk #atolicyzm #bekazkatoli show whole   +: PDCCH, donpedroleone +6 others  ",2018-11-28 17:07:31,MateyJDM,8,
113,"               I wonder what kind of stench it is in the flat despite the open windows, and this is only #smog (╯ ° □ °) ╯( ┻━┻ #Wroclaw   +: Gusik, Denna +5 others  ",2018-11-28 15:16:00,whiteglove,7,
114,               I see that the firmware has appeared for Xiaomi Air Purifer 2. I now have 1.2.4_65 and 1.4.3_100 is available - someone has already clicked? There is no problem after the upgrade? - something interesting new firmware brings in? #xiaomi #smog   ,2018-11-28 15:05:48,bachus,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_gYA8dNhxB8zN5G5pwTvZ9Tq4d9XAWOeW,w400.jpg""/>"
115,"               Hi. This week I have neither a tutorial nor an essay. However, I have something equally interesting. I return to my project from 2017, in which I dealt with the analysis of air quality in Poland. As I do not know myself in the air, I approach the subject of the data page. And that CIEP provides some of this data, I think I will have something to gouge in. In the meantime, I invite you to the first article in the series:  https://www.jakbadacdane.pl/jakosc-powietrza-w-polsce-1-restart/  Have fun reading! #datascience #machinelearning #jakbadacdane #jakoscpaa #smog show whole   +: scyth, blazek  ",2018-11-28 14:03:48,Avitus,2,
116,"               #heheszki #smog #bekazmodhldzi #takaprawda source: wykopowaprawda.jpg   +: Unsatisfied, glonstar +8 others  ",2018-11-28 12:31:41,Stona,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Dxi18sQUPhwZyY6o65igHZb2eq4RsxOR,w400.jpg""/>"
117,"               #Poland #smog #health https://tech.wp.pl/najnowszy-ranking-50-najbardziej-zanieczyszczonych-miast-polska-dominuje-6249269556491905a source: v.wpimg.pl   +: Astroc, kerepus +55 others  ",2018-11-28 09:54:45,Poro6niec,57,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_fQB4blI5LPtyhc2AOsoH2oyQL3qfbFcx,w400.jpg""/>"
118,"               What anti-smog mask will be the best? I mean the one that will allow you to ride a bike in it, so probably a sportsman. Will there be anything around 150zl? #smog   ",2018-11-28 09:24:14,wezyr112,0,
119,"               What do you know about smog. :) #stargard #smog #trujo I hope it does not reach #szczecin source: 1543392549054.jpg   +: Heven, xandra +12 others  ",2018-11-28 09:09:13,dzieju41,14,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_6KjfdTwHJtouXDzRrx5SqZYf1rxDpwOZ,w400.jpg""/>"
120,"               Greetings to MPK in Krakow, which from day to day more and more convinces me to buy a car. Late morning buses are the norm for them. It's the same as being blamed by meneles. Today, due to a badly described stop, I was late for work. Apparently, tickets for communication are coming soon. Beautiful fight with smog. Krakow is doing it right. #krakow #mpkkrakow #smog #komunikacjamiejska #zalesie show the whole thing   +: Hikarushi, bartekon +178 others  ",2018-11-28 06:13:46,El_Pollo,180,
121,"               #bilgoraj #powietrze #smog #myojeakakiene source: IMG_20181128_101933.jpg   +: Freakz, lubie-cheesecake +6 others  ",2018-11-28 00:23:13,kompot_z_mirabelek,8,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_MLjdXnYlIRxeYGTw1UstdtiwvBsTMrUW,w400.jpg""/>"
122,"               #grudziadz when I suffocate in stench from single-family homes, I am hated for all those quarter-brains  #flow #smog . . . click to expand the picture. . source: S81127-215402.jpg   +: lubie-cheesecake, Denna +7 others  ",2018-11-27 21:58:00,antros,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_4TWE9qhymy5OPajvDRONo7XzMcxhukKp,w400.jpg""/>"
123,"               I wonder if this is some collective panic of sensors or actually so bad. #tomaszowmazowiecki what's going on there? #smog source: SmartSelect_20181127-205014_Airly.jpg   +: Denna, ChiefHejter +5 others  ",2018-11-27 20:51:44,poji,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Ov3A8m54ddKndfmVZySEFW5qqdyw0mUK,w400.jpg""/>"
124,"               Chicken fritters. I went to run, ran 1.5 km and found that enough. Such a bad air today, because in the houses near home, they smoke some shit. I came home and smelled all over me from the cutlery to the skin on my hands. In addition, I breathed this bastardness and now I am breathing bad. They should trap such punishments for burning rubbish, etc. so that they do not get rid of such trash. # you want #watch #current #smog #gownowpis ​​show the whole thing   +: Roni8, tomek7912 +3 others  ",2018-11-27 20:49:17,yung_jaspis,5,
125,"               The chimney in Kawęczyn assumed the unexpected function of the smog height indicator over Zielonka and Rembertów. The view is breathtaking. #warszawa #smog source: Kaweczyn.jpg   +: stekelenburg5, Naturmensch +6 others  ",2018-11-27 20:33:05,NiezajebywalnyNiesporczak,8,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_9vFumusEragNhIAaqcn1AEqO4BhUdUpS,w400.jpg""/>"
126,"               One more from Anhui. Cycling season is successful! Now the wet season begins, the cold and the air from the ass (when it comes to smog, such is Krakow, for example, is a small picnic in Shanghai during the winter).  #fotografia #chiny #My-to-be #tracks #create source: F1057087-5206-4558-9A6F-A32EF4AE8F4F.jpeg   +: PanKracy582, Transhumanist +2 others  ",2018-11-27 16:10:27,twojstarywykopuje,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_52fH8PEy4gnoo1t4fITBmqz08bbx4kPL,w400.jpg""/>"
127,"               #Nosaczsundajski #heheszki #smog #takaprawda source: ..jpg   +: LRF1000W, ZeroTolerance +17 others  ",2018-11-27 16:04:26,Destruktor91,19,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_S38Go9vntEmKIDTrCu0ElOx643vVdmnp,w400.jpg""/>"
128,  Smog arrived from Krakow #gownowpis source: IMG_20181127_135733.jpg   ,2018-11-27 13:58:16,BroWarPolskaS1337,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_4BVYskL5FYdk8lahNQbRotGOWVJzlMbE,w400.jpg""/>"
129,"               Mirabelki, Mireczki with #bieganie #sport do you recommend a mask that allows you to run without worrying about your own health?  Trying to run even in #gdansk which has one of the better parameters of air pollution in the country is in the evening an attempt on yourself: while running, you still feel smoke, and after returning home instead of feeling better he smoked a few pipes. In addition, after the time the jacket starts to smell of smoke.  Are there any sensible masks that filter, and at the same time allow you to breathe in and exhale?  I can use googles also, I am looking for info from someone who has experience in the subject.  #smog show the whole   +: enron, haesor  ",2018-11-27 11:41:04,bartoszp,2,
130,               What is the difference between Xiaomi Mi Air Purifier 2 and Xiaomi Air Purifier 2S ... except for the price of course (͡ ° ͜ʖ ͡ °) ??? #xiaomi #xiaomilepsze #xiaomiair #zakupyzchin #smog   ,2018-11-27 10:47:47,Brunner,0,
131,"               #andearing #humorphic #smog source: bi.im-g.pl   +: S ............ z, Cziken1986 +6 others  ",2018-11-27 08:44:53,Bednar,8,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_AYCbLfg7VX66iyIvc6R1R0bAKh2aD6BI,w400.jpg""/>"
132,"               #policy #ecology #take the truth Climate summit in Katowice. Reading between the lines: specialists will come to see what smog looks like, the smoke of the burned grasses, and how the stench burns in coal and plastic furnaces.   +: lubie-cheesecake, you are cheering  ",2018-11-26 23:27:38,push3k-pro,2,
133,"               It's a little sick, do not you think? We have a lot of greenery, a lot of ""empty"" areas, there are not many cities or a large number of inhabitants ... And the management and planning of ""land"" lies on a weak level, we add smog and pollution to it .. What would happen if, for example, there were 10 million more people? #Poland   ",2018-11-26 22:03:29,Ruswelt,0,
134,"               I remember when I did 90 minutes of running when the norm exceeded by 1700%, probably then I became addicted to smoking pipes (͡ ° ʖ̯ ͡ °)  Who should I sue with this case? #smog   +: lubie-cheesecake, martinlubpl  ",2018-11-26 21:43:12,n3sta,2,
135,"               What a time, that even the air tastes like lead #smog   +: monte_rosa, Arikadou +2 others  ",2018-11-26 18:45:27,Noct,4,
136,"               City guard in #myslowice is the bottom and meter of silt. Everywhere appeals to fight with smog, do not burn garbage, inform about irregularities. Yesterday, on a walk with blue we made two telephones, because it was impossible to breathe.  The first house - they chose the Chinese Pope. Yellow pungent smoke in an amount that you could feel like in Silent Hill. First phone call to SM - the application was accepted but ""we do not know if the patrol will arrive on time"". Well ok On the occasion of the house, the car drove up, we did not fail to ask what they smoke and if they can not see that they are licking the whole area. The Lord is like a fierce album, ""this is coal, it's coal, it's coal."" Then that ""this stove burns"". And so much from the conversation. We informed that SM was notified. As we were returning from the walk the stove was extinguished and nothing was flying from the chimney. I wonder why;)  The second situation was already a show of SM. The phone may be 30 minutes after the previous one, we were several kilometers away. The situation was even worse than before, we started to regret that we went for this walk because I was sick of the smell and blue headache. Feeling like it happened with your head in the smoke from the fire. We call on SM receives the same clown (P) and talks with blue (N)  N - good morning, I wanted to report littering P - Is this you again? N - yes, here and here the situation is the same, you can not breathe, biting yellow smoke all around. P - I will not accept the application because you exaggerate how it is smoke is normal N - are you hearing? It is normal how the smoke is yellow, heavy, that it envelops the whole area that barely visible and bites in the throat causing coughing? P - this is normal N - I assure you that this smoke is not normal and I will gladly document it with a video or photos and I will send you P - let me send you, I do not accept the application N - good, it makes no sense to talk to you, goodbye. Let it not surprise you then that they are laughing at you.  this is a battle with smog performed by the Municipal Police in Mysłowice. The climate summit of his mum.  #strazmiejska #zenada #smog #slask #katowice show the whole   +: cheerfulmusicmaintenance, Trelik +23 others  ",2018-11-26 17:30:33,nama,25,
137,"               Do you have an automatic air purifier? I set it up to include at 14 And switched off as it reaches 30 ppm for 2.5. The problem is that my purnifer is switching off as planned. However, he is not able to turn himself on, that is when he strikes 14.  Well, I'm wondering about these 30 because sometimes it's three hours and another time it turns off five. #smog #supplies air show the whole   ",2018-11-26 16:07:29,Sl_w_k_1,0,
138,"               That's how the chalet looked over the ventilator after painting on November 18 this year in #krakow. In the photo comment from today. In a week, I can also add a photo as you like. #smog source: 1543243773152.JPG   +: basil, RoastieRoast  ",2018-11-26 15:59:49,Qrakk,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_ZMsLVug4p0HfOO0anLYv5PJJwmuYBQV7,w400.jpg""/>"
139,"               Hi #katowice (ʘ‿ʘ) I got quite an attractive job offer and I am considering relocations from Kraków to Katowice. How do you live in this city? (I know Smog, but I think it's worse in Cracow (͡º ͜ʖ͡º)). I mean more about bars, pubs, cinemas, etc. Is there anything to do, how to endure this thief: D Is city transport cool or better to drive. Which districts to consider? The location of the work from what I looked at is around Załęże / Oak. Thanks for the answer show the whole   +: jata12, Apollo1993 +5 others  ",2018-11-26 13:53:41,badmike,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Av25dpjwphTk4eAzeXTIzKDJRPu1RkO9,w400.jpg""/>"
140,"               #smog #heating #notcityactootagewin #poland Mirki, I am looking for a person who is oriented on the subject of the ""Clean air"" funding program. I have a quite specific situation and unfortunately I do not have time to visit WFOŚ to check at the source. Will there be anyone who could answer some questions related to this program? show the whole   ",2018-11-26 13:18:15,rozregulowany_kaloryfer,0,
141,"               What a relief that I do not live in Krakow. A city whose 5 minutes passes and will lose its value, and the only thing that will survive is the old sprawling tenements and smog. #krakow #takaprawda   +: P ... k  ",2018-11-26 11:48:41,Tobiass,1,
142,"               #wielkismogchinski To think that some want Poland to become second China. xD 1 - Beijing 2 - Warsaw 3 - Berlin 4 - Madrid #smog #polska #chiny #niemcy #spain source: 1543225799675.jpg   +: xandra, S ............ of +19 others  ",2018-11-26 11:27:40,Aedemkun,21,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_ydv0PTIvdYEJdjZHGAIQbojrcLTJhw4K,w400.jpg""/>"
143,"               #Good morning #boat #the weather does not spoil, it's cold, it's blowing and you do not know if it's clouds, smog or even fog ... source: 26listo.jpg   +: Cukrzyk2000, sargento +4 others  ",2018-11-26 09:29:50,WLADCA_MALP,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_b5gQRKaQJqdxL9a10ebHnGmMg6ZDTpha,w400.jpg""/>"
144,"               #smog #quest  White, so I wonder. I purifier Sharp, flooded a water filter citric acid and so I began to wonder in total - the fuck is this filter? Anyone knows the answer to this question? But probably not blown away the stone from the water, because it works on the principle of evaporation, and this stone that I put aside at the bottom ... it's just easier for me then it will be removed than with this filter. show the whole   +: lubie-cheesecake  ",2018-11-25 23:08:36,Khaine,1,
145,"               #smog #wroclaw #wiedzmin source: y55y5y666.png   +: KingRagnar, matxone +23 others  ",2018-11-25 22:53:21,pijmleko,25,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Q8jhpyokpcZlSJIHNb5sOFBWablCFipQ,w400.jpg""/>"
146,"               #eurowizja Coal sings that ""wants to float in the wind"", this is how smog arises in cities: P   +: anemoia, K ............- +4 others  ",2018-11-25 17:33:30,Elementary,6,
147,"               Meanwhile in #lodz stable #smog #lodzkurwa source: 1543155273102.jpg   +: Zashi, WasylBazyl +1 other  ",2018-11-25 15:14:41,BrakKontaNaFejsie,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Rvx9h14xcAE9izGVtLELpcjTDVQONEK2,w400.jpg""/>"
148,"               According to the World Health Organization (WHO), as many as 287 out of the 500 most polluted cities in the world are in China.  17 - so many cities from Poland are on this list.  Other countries: 5 - South Korea 16 - Bangladesh 20 - Chile 32 - India 44 - Iran  WHO created a ranking based on data collected from almost 2,700 cities in 91 countries.  On the attached map you can see how the current state of air (based on AQI USA) looks like in Beijing (1) compared to Warsaw (2), New Delhi (3) and London (4).  If you want to be up to date with my posts, I invite you to follow #wielkismogchinski.  https://en.m.wikipedia.org/wiki/List_of_most-polluted_cities_by_particulate_matter_concentration  #groupingslevel #smog #chiny #polska #indie #uk #warszawa #tterests show whole source: 1543154444512.jpg   +: S ............ z, Arikadou +19 others  ",2018-11-25 15:01:26,Aedemkun,21,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_DA5duiHVIjJvjqCIGjlbPBix8MmW6xuV,w400.jpg""/>"
149,"               407049,88 - 20.07 = 407029.81  It's time to try a blekfrajdeja toy (͡º ͜ʖ͡º) I did not want to run a bit - but yes. and yesterday was a day without running so obviously you had to include two snouts ¯ \ _ (ツ) _ / ¯  Yesterday l smog has risen to heights - in the evening levels in the order of 400-500% of the standard ... fortunately, thanks to light gusts of wind and higher temperatures thinned slightly and this morning it was already 130-140%. I woke up quite lazily about 6 with a hook, but I found that I would wait until the sun went out and left just before 8 am.  The temperature is crazy, 4 ° C on the plus - I dig out the short clothes, then with the mask I started on something that I originally planned for 12-15 km (I mentioned that I did not really want?) - this time almost without leaving Krakow, because it was quite wet and I did not want to rub in the mud. I did not really exert myself to speed up - I rather used fugitives to make up for it and tried not to lose on flat and uphill ... just such a weekend pierdupdud. Flying through the detours, I managed to stretch the route to 19 km, and at the end I moved further into the estate to include these two dicons (ʘ‿ʘ)  The average came out not bad for a fairly loose run in the mask - 4:51 min / km. I ran with a parallel fired Runkeeper and garmin, and from time to time I controlled the discrepancies - and it was pretty cool, the difference of 40-60m on such a distance is as if it was not there. I was a little scared, reading threads about how fenix 5 spoils GPS readings - uff (͡ ° ͜ʖ ͡ °)  Heh, it's half a kilometer to 300 this month ... It will catch up (͡ ° ͜ʖ ͡ °)  Have a nice Sunday!  show spoiler #track #guidingtop #guiding #enronczlapie #ruszkrakow  show the whole source: x3.wykop.pl   +: Akuku69, Kinja +10 others  ",2018-11-25 13:51:43,enron,12,
150,"               @Deba: @ satori_7: @newopowaswinia:  Regarding my yesterday's entry  link  I will not call everyone because it will be ""why do you call"" again.  According to the anti-smog resolution, mules and fleets have been forbidden since last year. These are the carbon fractions. And, as I wrote, it is better to check it prophylactically and before the COP24 it is said that the city is sensitive to such situations.  #katowice #smog # cop24 show the whole source: x3.wykop.pl   +: mustol108, octahedron +1 different  ",2018-11-25 11:48:12,mendrix,3,
151,"               A bit nice, a bit scary, I took a photo at 8:00 in the morning  #wroclaw #smog source: Clipboard01.jpg   +: zebatykocur, Apollo_Vermouth +4 others  ",2018-11-25 09:53:05,jasmina-grygiel,6,
152,"               Good morning, how to get up beautifully and breathe deeply. And do not wait, we are in Polsze. Coal here is sanctity. (͡ ° ͜ʖ ͡ °)  #polska #dziendobry #smog #patologiaziejsa source: piekna polska cala.jpg   +: spookyscaryskeleton, irritation of the clone +91 others  ",2018-11-25 08:49:31,Wynoszony,93,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Ve3dwTD6zZlqGwXNYBrjhTshWQaKBzaS,w400.jpg""/>"
153,"               Najs, Wroclaw. 1500% of PM2,5. It's time to die #wroclaw #zalesie #smog   +: baby, slavas +2 other  ",2018-11-25 03:57:36,G....4,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_l8URV9TvuirscR96nwhqTdL0ZtKzLVyW,w400.jpg""/>"
154,"               I wonder why @Aedemkun does not spam today with his posts about the fact that China has a dense air, and in Poland is great. #smog, #chiny, #news source: vikop.png   +: Cukrzyk2000, GaiusBaltar +10 others  ",2018-11-24 23:43:51,przegrany_przegryw,12,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_TpSMdlWl2wkwoB7zsQjWXngVyLjeqpr5,w400.jpg""/>"
155,"               A bright thread, like I love this smudgy paranoia. A colleague from work is calling today with some subject matter and by the way he crowds how strangling her, what stink and smog, and probably sulfur in the air, and in the meantime I obczajam map online and see ""air quality very good."" That it would not be, I'm not as happy as it was, and crumbled with burnt rubber, but people, let me live. How much can you hear about it. It's a bit like veggie food. You want to bury the grass, do not hesitate, I do not have to listen to it at every opportunity. Are you worried about smog? And rightly so. But do not screw me that you are weak at zero concentration (-‸ლ) #gorzkiezale #gownowpis ​​show whole   +: kantek007, face +6 others  ",2018-11-24 23:21:27,Marysienka84,8,
156,"               I've been coughing for an hour, and I've been spinning around the city for a whole day. I think I know why I'm tired of it ಠ_ಠ #kalisz #smog . . . click to expand the picture. . source: Screenshot_20181124-230525.jpg   +: Enzo_Molinari, suttree +4 others  ",2018-11-24 23:07:58,Migfirefox,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_l0b2Itf35G7DwQBYQv1j2IrAg2DD46o9,w400.jpg""/>"
157,"               Czarny Staw near Katowice #smog #katowice source: IMG_20181124_183953_533.jpg   +: Ehhhhhhh, paulka07 +23 others  ",2018-11-24 23:03:40,bartekh86,25,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_WUnGrrVgES6NF0R7oKlhYbWkXf4LIa41,w400.jpg""/>"
158,"               Mirki, how to live in #smog? Is there any kind of filter that can be put in a window and you do not have to replace it every week? Is there anything cheap in the window to filter out the thick bush from the street, and keep the hepa air purifier in the room? Do you recommend any? How about the availability of exchangeable filters then and how much of the hajsu does it go? I am generally interested in the possibility of breathing and non-cancer.   ",2018-11-24 21:39:01,Dziki_swiniak,0,
159,"               Mirki, is it possible to determine whether someone smokes garbage in the furnace on the basis of pictures? I moved to a single-family housing estate and I can still see brown smoke coming from neighboring buildings. I am wondering whether to conduct a subversive action and take pictures of strangers and then report it somewhere. It can possibly make the photos public. And maybe make such a wider action? #smog   +: jaryba13, slavas  ",2018-11-24 20:40:23,100mph,2,
160,"               Krakow in a smog circle (͡º ͜ʖ͡º)  show a spoiler observing the airly map from the beginning of November you can see that the air in Krakow itself is usually a little better quality than on its outskirts or in villages near Krakow  https://airly.eu/map/pl/ #smog #krakow show the whole thing source: smog.jpg   +: pontoon, mboss1111 +7 others  ",2018-11-24 18:31:31,elim,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_w7rGVJc1iaZcxYYN1ChUPgvAQNfBkagJ,w400.jpg""/>"
161,"               Awesome air #piotrkowtrybunalski. Pathological settlements as usual the most polluted xd #smog source: Screenshot_2.png   +: Trelik, mboss1111 +3 others  ",2018-11-24 17:40:17,JanuszChytrus,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_1nq7pm63OiaSaglvdnTu2o0APtijs21r,w400.jpg""/>"
162,"               I am announcing a smog alarm for Gdansk. There is no wind and no smog in Gdańsk. PM 10 is 50 and my smog counter indicates 86, so almost twice exceeded. Outdoor activity will not serve us. #gdansk source: smog.jpg   +: mechatronics, Kempes +2 others  ",2018-11-24 16:27:53,piotr1900,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_y21pzt9pvbm0VPtqhsnBoULMHoWhyCd9,w400.jpg""/>"
163,"               The filter after 3 hours of cycling on the Jeleniogorska Valley, where the exceedances of pm2.5 and pm10 reached today 1000%. A new filter for comparison. It is funny that the most smoke is on the settlements of new, nice houses. There, until the eyes are tearing from the smoke ... #rakcontent #jeleniagora #smog #zdrowie #rower show the whole thing source: IMG_20181124_154237.jpg   +: kaszlakmain, wova +12 others  ",2018-11-24 16:00:03,Izanagi013,14,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_6cRY9D5U1CARuJjkjbJMettB1SEfy6dM,w400.jpg""/>"
164,"               And tick notification for the municipal police  #smog #katowice #konfidenci source: embed.jpg   +: DrHeinzDundersztyc, Hikarushi +187 others  ",2018-11-24 15:10:58,mendrix,189,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_FgkvkvI0fRx18QHwoFtkOoQrqK3CeBHF,w400.jpg""/>"
165,"               ""Order"" after All Saints at the cemetery in Wiewcu, Strzelce Wielkie commune, Łódź. The parish priest will save a few zlotys for export (͡º ͜ʖ͡º) #smog #smieci #januszebiznesu #bekazkatoli source: 1543064738317.jpg   +: mboss1111, Czaajnik +7 others  ",2018-11-24 14:07:14,MastkowyDziadek,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_ZoaWSMdVhKZA3CiwnIONBTPoz7nhsiFK,w400.jpg""/>"
166,"               #szczecin where do you report littering? directly to the municipal guard or to someone else?  #smog   +: Jaszczoomp, Destruktor91 +1 other  ",2018-11-24 13:43:43,Czokowoko,3,
167,"               Fuck me (╯ ° □ °) ╯( ┻━┻  #poznan #smog source: Screenshot_20181124-110121_Canary.jpg   +: RoastieRoast, zoczus +5 others  ",2018-11-24 11:02:01,jaroty,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_egrsqjPP2vRbO6zpKQTQdEOgbicSH54c,w400.jpg""/>"
168,"               Retkinia. I open the window in the evening and jeb - instead of fresh air it feels like someone smoked a sausage. But it is not sausage but tires burned in ovens at Smulsku and Konstantynów. #lodz #smog   +: slavas, Zashi  ",2018-11-24 09:57:33,GruncleStan,2,
169,"               the PKiN is beautiful. #warszawa #heheszki #smog . . . click to expand the picture. . source: _20181124_021750.JPG   +: camaro98, rafau01 +9 others  ",2018-11-24 02:18:54,msichal,11,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_ng1oDdLTSp6t2uwPncuxnEsMy267u942,w400.jpg""/>"
