,post,date,user,vote,image
105,"               It blows and better indicators (͡ ° ͜ʖ ͡ °) #airly #smog source: airly.png   +: RoastieRoast, boukalikrates +5 others  ",2019-03-08 12:28:59,myster007,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_v5uNeRrTMzyqnQUZikbseO84MaKuqp4G,w400.jpg""/>"
106,"               #polish green island? (ʘ‿ʘ) #high #smog . . . click to expand the picture. . source: embed.jpg   +: Kruchevski, slavas  ",2019-03-08 04:52:50,enron,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_CDfTR7VtDWy2jGx58XNNdaQUnho8QH59,w400.jpg""/>"
107,"               390074,23 - 13.28 = 390060.95  Today, a good wake up, I gathered quickly and ... I would probably start faster if not for some tassel (͡ ° ͜ʖ ͡ °) Nice weather surprised me - it was + 2 ° C, and the smog, which in the evening was already thick, was elegantly dispersed. Short clothes, I am sorry Mrs. cat and I managed to fly out at 4:59. It was very pleasant, though a bit slower than yesterday. Probably the result would also be weaker, but when I saw what kind of pre-dawn is preparing, I tightened the screw to see it before it gets out - pic rel (.◕‿‿◕.) Thanks to the sprint, I got faster than I intended and I took care of the house with an average of 4:56 min / km. I like when you have to fight for the pace (ʘ‿ʘ)  Have a nice Thursday! (͡ ‿ ͡)  show spoiler #track #guidingtop #guiding #enronczlapie #ruszkrakow  show the whole source: x3.wykop.pl   +: Akuku69, pestis +10 others  ",2019-03-07 09:51:49,enron,12,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_YMR5j1KW26BxMHG4Zbm8eymgkkvW0R7U,w400.jpg""/>"
108,"               390120.54 - 13.31 = 390107,23  It's fast because it's time to sleep - wake up in the norm, start the minute before 5 o'clock - so I managed to fly these 13+ km. On the thermometer + 3 ° C, the smog still low - short clothes but I put on gloves (͡ ° ͜ʖ ͡ °) I was fighting like a lion again and won the average 4:59 min / km ᕙ (⇀‸↼ "") ᕗ  Good night! (͡ ‿ ͡)  show spoiler #track #guidingtop #guiding #enronczlapie #ruszkrakow  show the whole source: embed.jpg   +: Akuku69, randall +10 others  ",2019-03-06 21:59:39,enron,12,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_9GH850oMyETSpBhFaEehClX6O7GsgA1a,w400.jpg""/>"
109,"               If #krakow #smog usually starts with external villages, so-called obwarzanek krakowski and from them flows over the city, then maybe concreting the city has a deeper meaning? Then the dirty air will not flow into the city, and clean will not run away from it? The concrete works with the concrete, there are some traffic jams that it is impossible to get in / out, so it may be analogous with the smog - it will stay outside  #no popularpopular show the whole thing   +: commutation  ",2019-03-06 19:48:45,didijo,1,
110,"               Mircy and Mirabelki, what is this ""sweet"", like herbal scent, which sometimes (eg now) feel in the evenings in the streets of Poznań (at least Jeżyce, Wilda)? Dziiiwne. Fear that it's some strange smog. #poznan   ",2019-03-06 19:45:54,BishKopt,0,
111,"               Krakow is no longer the capital of smog ... The capital of smog is ... Capital ... and Wawel cleaner than Wawer (͡ ° ʖ̯ ͡ °) (͡º ͜ʖ͡º) #smog #warszawa #krakow #stolica #wtf source: Beztytułu1.jpg   +: Tajch, slavas +2 others  ",2019-03-06 13:27:34,Brunner,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_sh8ccVpW0YZDOlMjJWVZSnCpe09tDvZ7,w400.jpg""/>"
112,"  http://next.gazeta.pl/next/56,151003,24518204,13-z-50-miast-z-najwiekszym-smogiem-europy-jest-w-polsce-najgorzej.html#s=BoxMMtImg1  Jaworzno is the city that is the most troubled city in Jaworzno. I will honestly say a surprise. #jaworzno #smog #polska show whole   +: MordimerMadderdin, sagan_ +2 others  ",2019-03-05 19:17:57,El_Duderino,4,
113,"  == ➡️ GBlife PM1232A air purifier for 167 PLN ⬅️ ==  Fight effectively with smog and allergies, using this small, portable and very quiet air purifier. Despite its small size, it has good performance and has good HEPA filters. 3 work modes to choose from. The price is valid with the code PL08SALE20. Fast shipping from PL magazine!  #gearbest #chinskiecuda #promocja #smog #allergy show the whole thing source: des.gbtcdn.com   +: manngoth, Grzechu10g  ",2019-03-05 14:45:48,GearBest_Polska,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_2bZMQkhMBfUdAMoq9ZyVEVCjnF19LIDx,w400.jpg""/>"
114,"               I honestly admire people who are able to live in Poland in an unrivaled way and make their future seriously connected with it:  - Currently, the poverty line in a big city is about 9-10k on hand, in case you do not have your own home for yourself. Everything below is simply a vegetation aimed at extending your life functions to the future. In fact, only a small part of Poles earn so much and it costs them many years of effort and education.  - Smashed environment and smog. Because of the shitty air quality, big cities are simply not viable, especially in winter. Only for this reason you get a punishment in the form of an average life shorter by 2-3 years.  - Hopeless quality of healthcare, the smallest number of doctors per capita across the EU. Currently, the average age of a Polish surgeon is about 56 years, and nurses - 52. 1/3 of medical students in the final years of their studies are already sure that after graduation he will emigrate to the West. And every year will only get worse.  - Poor quality of judicial services. I have encountered situations many times when people were afraid to enter into an interest not because of adequate legal protection and lack of any private trust. Chatty type:    Anon, we do not go into it. This guy looks badly from the eyes, then what? Are you going to think about some stupid 50,000 for 6 years, spending more on lawyers than you can get back?  They are on the agenda. Absolutely no one in Poland believes in law and courts here. Because of this, the mass of economic relations is based mainly on private trust, as in some Russia or Ukraine.  - Poor quality of food. Most of the goods sold on the Polish market, from Cola through cigarettes to plain bread are worse than elsewhere. This issue is being raised now, but it will take many years before the problem disappears. If you look closely, many Poles have unnaturally swollen faces and stomachs (fluid retention in the body). Some people think that this is the effect of brewing and vodka boiling. In my opinion, it is mainly about the quality of food.  Regards nice and warm  #neuropa # 4konserwy #emigracja #polska #oswiadczenie show the whole   +: FabianBlendzior, Saeglopur +17 others  ",2019-03-05 13:03:44,ChceszPorscheToSieNauczVatWyludzac,19,
115,"               Ready for fun? Together with your friends, find a specially prepared Traficar on the map. Take a picture that will show you that you are a real team straight from The Division and put them on FB / IG. Consoles, games and guaranteed anti-smog masks to win. Set, Go! Details can be found here: https://www.traficar.pl/division #carsharing #smog #rozdajo #xbox #traficar and a bit #pokazmorde (͡º ͜ʖ͡º) show whole source: 53013975_1257364944446414_5017816721482842112_o.jpg   +: MakiRedPodMonteCassino, Volter +7 others  ",2019-03-04 21:47:16,Traficar,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_pLMBa6Kk2sgIDqDLNI5Zwzun5kHPCSCD,w400.jpg""/>"
116,"  People say that #wroclaw is so cool.  I spent all my life in him and I'm alive, but that's because I'm set Students from small towns, villages and other forgotten Polish cities come here and think that life here will be easy ...  Where is it!  Just look at this forecast:  You get to Wroclaw and get a gownoprace for PLN 2,500 net. You have 22 years, you rent a room for 1000 zlotys. You must eat something, sometimes drink, go out into the city, buy cosmetics, clothes ...  PLN 2,500 - salary 1000 zl - room (without an attendant, to live like a man) PLN 600 - food (at PLN 20 per day) 100zl - cosmetics / household chemistry PLN 100 - some fatalaszek 200zl - wyjscie do mieście na piwo / pizze / gyros PLN 80 - a urbancard ticket for a month of public transport 50zl - internet / telephone  The sum - PLN 2,500 minus PLN 2130 per month of modest life. You are 370 zlotys left  And what, it is worth a push here, if such pennies can be saved? The costs of living, which I gave to the meeting, so do not think that you'll go crazy like krols (200 zlotys for partying !!!) Cat would laugh, since the beer in the bar costs an average of 12 zlotys ...)  The pressure in this city is big, there are dozens of new office buildings here, smudges of new carts, people spend 800 zl for leather shoes or 2000 zlotys for Fjallraven park ...  Attention! If you are introverts, you like nature, peace and quiet, do not come here. After summing up the costs, it will be similar to you, or even better in your town. In Wroclaw, there is chaos, traffic jams, smog, a lot of events, people are crazy and business pressure is doing their job, but you must have eggs and you want to rub yourself so much ...  Peace!  #pracbaza #emigracja #polskiemiasta #takaprawda show the whole [see 1.png]   +: lubie-cheesecake, Wardrun +1 other  ",2019-03-04 17:07:54,TadeuszBerza71,3,
117,"               #pis #heheszki #policy  They built the airport, dug up Mieli Wislana, build the atomic ...  This power opens the eyes of unbelievers. Millions of electric amphibians are defeating a freshly dug-out towering on the way from the Radom port of the navy, transporting soldiers killed to the Polish colonist's sanctuary in Gdynia. It turns out that the 2 km cross-cut is still too small because the traffic on this section is much bigger than anyone expected. The Port of Elblag became the second post-port in Europe after Amsterdam and the goods produced in Poland flood China and Africa. The government is already planning the next stage of work, that is broadening the channel for the next 2 kilometers, although in the lobby it already roars with gossip. A gentleman from Suski, a Siberian speclalist, guessed that the government was planning to completely eradicate the spits and put all the sand on the Russian side, blocking access to the Russian ports in the Kalingrad Oblast. But it is known that such projects are not done in one day and sometimes you have to dig for a longer time. The President has already announced his readiness and as soon as he finds a scoop in the litter box, he will come back to the robot and this time he will go smoothly. Temporarily, the problem with the capacity of the 'Good Change' strait was solved thanks to drones from the motherland army. Thousands of well-trained soldiers from the WOT daily maneuver the drones carrying containers straight from the new central airport to container ships of the navy. What is unknown in these containers - this is the strictest secret. Transport is protected from land, sea and air. The gesture of fog and smog makes it impossible for random people to see what secrets are hidden by these containers. But unofficially, we found that the containers contain carbon or black gold. It turned out that this is our export hit and we send it to Russia. In exchange, the Russians send us slonine and shafts and radioactive waste. These three components will be used for energy production in a new reactor built near Toruń and completely financed from the contributions of the faithful. Thanks to the new technology developed at the Scientific Institute The Immaculate Saint of the Holy Father and Savior One managed to extract the bacon ingredients from the slon, which in the cover of the walnut allows to recover high-grade uranium from radioactive waste. The construction of the reactor is already ongoing, faithful slabs, but you can see that this investment will absorb more than assumed. Fortunately, in this sacred work, they decided to help generously shipyard workers from Gdanska. Poland stood on its feet and the song about her power is already spread all over the world. Presidents, prime ministers, kings, sheikhs come from all over the world to hand over the chairman of the savior of nations and to revive the torunski ...  source show the whole   +: lubie-cheesecake, janwit82 +5 others  ",2019-03-04 17:04:00,loook,7,
118,"               Global warming, a huge hole in ozone, junk islands in the oceans, wars, human rights violations, species extinctions, climate change, smog.  But according to the demotivator Grażek, humanity is heading for decline, because ""some type"" skirts founded ¯ \ _ (ツ) _ / ¯  #urojeniprawakoidalne #neuropa #bekazpodludzi #bekazprawakow #modameska #grazynacore show whole source: img.joemonster.org   +: Neil_Edwin_Michael, JakTamCoTam +134 others  ",2019-03-04 00:36:49,mokry_sen_polonisty,136,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_NR9qT3oYyxVUiXWElWR2hSAeivMBQmZh,w400.jpg""/>"
119,"               390493.4 - 15.12 = 390478.32  I even got up early - at 5:30. Even a little too early, because barely at midnight I finished painting the bathroom ... I looked n la airly - and here is an eyesore, 0 ° C and smog almost 300%. And here my wife says that I could stay in bed - and persuaded (͡ ° ͜ʖ ͡ °)  Then the day was running at my own pace, I was reconciled with the non-running Sunday, but it started to blow nicely outside the window. At 14 I had all the duties and I started to wander around my wife like a cat suggesting a supplement to the bowl ... The sacramental ""quickly get the go"" (͡º ͜ʖ͡º)  In this way at 14:30, wearing a short dress (it was already 10 ° C!) I went on my standard route.  I knew that we had to turn up the pace so that the full stomach would not win - after the first kilometer it was good, and each next gave another several-dozen seconds of profit. Instead of going for a standard 12km route, I decided that I would catch a little bit of the nearby villages and stretch the party to 14km. I appreciated the power of the wind - a lot furiously, so strongly that every moment I fought with an intense wmordewind more than with the ascents. Despite this, I kept breaking the seconds and when it came to the return run, the wind was favorable and I lost much less than I expected. Along the way, I added a tongue extending to 15 km, and for the last kilometer I switched on all the afterburners, which resulted in a 4:22 min / km (ʘ‿ʘ) rate and quite a good 4:50 min / km (͡ ‿ ͡)  The run was pleasant and intense, I earned honestly for every second I missed.  May the new week be equally enjoyable - I wish you and you (ʘ‿ʘ)  Good night!  show spoiler #track #greeceop #guiding #enroncap #trackback  show the whole source: embed.jpg   +: Akuku69, lubie-cheesecake +9 others  ",2019-03-03 22:41:32,enron,11,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_6SXu0xCPJWkLZxazbYLFQ9LNa0DJdHjN,w400.jpg""/>"
120,"               As the dog demands, the smog is not terrible (ง ✿﹏✿) ง #samoyedove <- more puppies 乁 (♥ ʖ̯ ♥) ㄏ #gownowpis ​​#smog #smisznypiesek source: 20190303_085636.jpg   +: Obserwatorrr, Matsoj +143 others  ",2019-03-03 08:58:39,kameleon321,145,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_9mqWpmajkVSbVz4uHZaZ46bZzPch8b57,w400.jpg""/>"
121,"               Greetings, all the walls from the Chinese Great Wall. It is long, wide and pink squeals with joy at the sight of it. Landscape also not bad if it was not smog xD If someone visits #pekin, write, I will be happy to tell you what to see, how to get there by train etc. etc.  Aaa, and still willing to do #rozdajo postcards from China for one person, once I got a card from Mirek from Oceania and I will gladly make my own contribution to this postcard initiative. I do not know how Mirkorands work, but tomorrow I will spend about 20 Chinese time in the evening, I think I can manage xD  All in all, it's a kind of # showmusic but I think more of a showroom because I'm a little bit ticking and hiding behind the lens. Cheers (✌ ゚ ∀ ゚) ☞ #fancommywchinach #chiny show the whole thing source: JPEG_20190303_140456_-1624195389.jpg   +: LewCyzud, HDwebcam +964 others  ",2019-03-03 07:17:57,fan_comy,966,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_COubTD0W1UZStq9Xp0RMwhnOeRhvvsnR,w400.jpg""/>"
122,"               Mirki, in your history of education, someone taught you what smog is and what the consequences are? Has anyone mentioned how to properly smoke in the oven? Let's see how many of us ... it is not.  #dom #polanddomains #chool #history # question #smog   +: bdag476, SkorpionX +3 others  ",2019-03-02 21:53:44,jmuhha,5,
123,"               Somsiad made a smokescreen against clean air #smog #heheszki source: 1551539999675.jpg   +: Bellie, MicroPepe +3 others  ",2019-03-02 16:20:06,luxpl,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Qys2KKHHcVAvBOM9GQs3lv0iMk4tpQdK,w400.jpg""/>"
124,               #smog #wedzie There is an option to make a smokehouse near the house so as not to smoke the neighbors   ,2019-03-02 11:12:14,wytrzzeszcz,0,
125,"               390982.72 - 21.11 = 390961.61  A nice start to the weekend. I woke up at six-thirty, full of energy (I went to sleep before 23), I managed to gather together and at 6:00 I started before the house. Two pleasant surprises: temperature (- 4 ° C) and smog only at 70-80% (͡ ° ͜ʖ ͡ °)  In the end I managed to run on my favorite route - a good few kilometers beyond the borders of Krakow, where - despite the fact that there are a lot of villages - the air is quite clean due to the extensive fields and small density of houses (͡ ‿ ͡) I counted on a nice sunrise - it would fall in a perfect place where the route goes out into the open space ... unfortunately the clouds here broke the matter and even the sky was not rosy, not to mention even a scrap of our star (͡ ° ʖ̯ ͡ °) I did not intend to hurry, but having a few seconds to catch up with a few seconds I gladly took advantage of it - and it turned out that despite the many hills the time is still quite livable ... And that it was really nice - without all the masks, lights, flares - I managed to defend the rate of 4:58 min / km (ò‿⫑⫑ó) at the end of the route despite 250 m altitudes  I came home perfectly in time to bathe and with my family at breakfast watch the successful start of DM-1. Thank you, Mr. Musk!  Nice Saturday! (͡ ‿ ͡)  show spoiler #track #guidingtop #guiding #enronczlapie #ruszkrakow  show the whole source: embed.jpg   +: Benzoan Sodium, Akuku69 +8 others  ",2019-03-02 10:40:37,enron,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_xwjE8pwQYAjUtMNVCYrGCo9kvQj0fte6,w400.jpg""/>"
126,"               #humoric #heheszki #pasjonaciubogiegozartu #suchar #smog source: ..png   +: v1lk, Deadmau5 +33 others  ",2019-03-02 08:03:54,Destruktor91,35,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_ZCATz2AdV41WiWvp6zaCTvmGMkglUCBg,w400.jpg""/>"
127,"               And that's how it lives in this village. #best time #smog source: IMG_20190302_063445.jpg   +: mmarekkk, szzzzzz +5 others  ",2019-03-02 06:37:43,madafakeros,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_prZgpKz1KGCIWotp7kBE4R5MZYpu7e1h,w400.jpg""/>"
128,"               Fuck zero wind and neighbors burn shit like night after night, A little more and until the end of the heating season, I will recognize flawlessly: varnished wall unit 76 in cherry color with a note of men's size 44, addition of several PET packages and accompaniment of napped diapers. Give your ass back #smog #nvironmentally #rakcontent show the whole   +: dwiesciedziecieciatpiec, BezDobry +3 others  ",2019-03-01 22:03:13,zyxgl,5,
129,"               But smog today in Kuala Lumpur. Especially it can be seen at sunset #stablestrength #small #kualalumpur source: fullsizeoutput_31a.jpeg   +: black, jatotytytoja  ",2019-03-01 13:01:55,Niestabilny,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_S8zgscmFsVhMotgjYmZCzYdc1LGFeD3o,w400.jpg""/>"
130,"               391133.88 - 12.49 = 391121.39  Well, February closed with the result of 324 km (my record, all lute so far I had very bad luck) - it's time to start making the norm in March (͡ ° ͜ʖ ͡ °)  Even as I slept, it equaled 5 hours - but something was hard for me to get out of bed and eventually I started at 5:05. Today the temperature is much higher, + 7 ° C ... or at least that's how I was starting. Smog ... unfortunately, this time over 140%, the mask is already necessary. At first I was running quite sluggishly, only after the first kilometer I tried to move my legs more efficiently ... but without spectacular successes. At some point I even broke the average to 5:00, but you had to go back up the hill ¯ \ _ (ツ) _ / ¯ At the end I struggled to make up for something and beat the average to 5:04 min / km. Zief. And for nice things, it's another week or two and I will regularly catch the sunrise (.◕‿‿◕.)  Have a nice sip!  show spoiler #track #guidingtop #guiding #enronczlapie #ruszkrakow  show the whole source: embed.jpg   +: Akuku69, Cichy_83 +9 others  ",2019-03-01 12:24:53,enron,11,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_OQrGgFAbh76sKyCriitudbG77jrvT3CE,w400.jpg""/>"
131,"               Painted wood for the stove, and then it's a smog. #kitchen revolutions   ",2019-02-28 22:09:25,Arveit,0,
132,"               It is not so bad, but ...  #krakow #smog . . . click to expand the picture. . source: 1551346925773.jpg   +: poji  ",2019-02-28 10:42:08,Terki,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_bcyfLGM2EbeYQfBdvryU1wc1yGI1pYBK,w400.jpg""/>"
133,"               391285,44 - 12.16 = 391273,28  Noah, today I fell asleep (͡ ° ͜ʖ ͡ °) I fell before 23 and sleep came out 5h41m!  Morning wake up, you had to get together because I was waiting for a serious mission. The weather is cool, + 4 ° C and smog ... no more than 100%, but it blew strongly and the downward trend ... ojtam, it will fly without a mask. I started at 5 o'clock and flew the 14 km route with modifications that shortened it to about 13. I threw as much as possible and even brought results, the seconds saved were getting right ... The sky was clear, Venus shone beautifully, and the Moon and Jupiter a bit to the right (.◕‿‿◕). I calmly managed to overcome the biggest hill, then fly slightly down to my housing estate, ascent, cycle 12 km, bakery ... STOP! MISSION! It was the end of running - the remaining kilometer I went home to walk, lugging two full boxes of donuts (͡º ͜ʖ͡º)  What can I say? Enjoy your meal! (͡ ‿ ͡)  show spoiler #track #guidingtop #guiding #enronczlapie #ruszkrakow  show the whole source: embed.jpg   +: Akuku69, Sodium benzoate +7 others  ",2019-02-28 09:35:16,enron,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Ck8VTttdmsWT5qAzQPGthLyCTTNKJcXG,w400.jpg""/>"
134,"  Smog in Dublin!  #smog #dublin # Ireland # asking for a review  show spoiler Where does smog come from in such a place? The port city, the last days are mega warm so people do not heat up so much, in Ireland people do not burn so often with wood or garbage (oil heating is more popular)  show the whole . . . click to expand the picture. . source: 1551273605130.jpg   ",2019-02-27 14:18:50,Seishin,0,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_5DRl0g885ntMNlcGc04zPG2S9uqOximw,w400.jpg""/>"
135,"               Eh, the villagers in the downtown area burned in the ovens at 8am and smog  Additionally, for the majority of winter, the benzene sensor showed low values ​​only a week ago it was fixed so that statistics are lowered  #smog #warszawa . . . click to expand the picture. . source: 1551268546445.png   +: MicroPepe, slavas  ",2019-02-27 12:57:56,Bzdziuch,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_zeEwcySoyrJEKcFAnQjruk4qJmqMGZbg,w400.jpg""/>"
136,"               My neighbors are smoking, such crap (on a wheelbarrow, not these types). I suppose that all rubbish is going to the oven, let's call it economic. It pisses me horribly, what does it look like with an SM application? Will they do something? Will they only accept the application and the staff?  #smog #januszecieplownictwa #janusze #strazmiejska show the whole thing source: 20190227_111155.jpg   +: derith, Large_nowo +2 others  ",2019-02-27 11:14:03,biabel,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_N7ToWbGORgCous13POlOUF2uPqYWOQdq,w400.jpg""/>"
137,"               I think they burn some terrible crap under the ""Paczoskowo"" lift in Kosovo, near the Tri-City ...  You can view: http://www.paczoskowo.pl/  #trojmiasto #smog #ekologia #zaczyczyszczenieowietrza source: dym.jpg   +: MicroPepe  ",2019-02-27 08:36:54,krad,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_zw6JhWBXmfr8vRd8OMgZfAdSPEkpElCe,w400.jpg""/>"
138,"               Let someone turn off this smokiner #wroclaw #smog #mgla   +: elady1989, slavas +1 other  ",2019-02-27 08:15:51,Tytyka,3,
139,"               Krakow can only envy us (͡º ͜ʖ͡º) #wroclaw #smog #pogoda source: IMG_20190227_081049.jpg   +: Destruktor91, elady1989 +9 others  ",2019-02-27 08:14:16,isInteger,11,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_cMHWK4VEPXud6Mx4zfijJrj7ZdnEjgoo,w400.jpg""/>"
140,"               Ok Millions of airflows stating that the air is great One of them, however official in the state sense, claims to be a Blazeck What is it about who to believe who is right  #gownowpis ​​#with #kiciochpyta #warszawa #smog #airly . . . click to expand the picture. . source: Screenshot_2019-02-26-15-53-48-708_com.android.chrome.png   +: bardzo_lewak, DigitalPasztet  ",2019-02-27 04:52:10,Chodtok,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_9CNRt45We9SD24JV5ZHerd98bho1sn2J,w400.jpg""/>"
141,"               These Medusa socks are probably the whole Krakow smog, they have been absorbed #danielmagical #patostreamy   +: bartlej  ",2019-02-26 21:33:38,rentonB,1,
142,"               Wow! But north of Krakow something is worse.  #krakow #smog . . . click to expand the picture. . source: 1551199219445.jpg   +: Information. Not true CCCLVIII, slavas  ",2019-02-26 17:40:28,Terki,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_4CzcuT2ZtInqTCY3EPf2GAMkfdpEpRaS,w400.jpg""/>"
143,"               ""Why can Krakow's pizza be a hard-to-find luxury soon? Well, at the beginning of September, new regulations will come into force that prohibit coal and wood burning."" It's nice XD there #krakow #smog   +: voith, lenovo99  ",2019-02-26 14:03:28,ambasador_przegrywu,2,
144,               Mirki ... some sensible p.smog mask for running and more intense marches ... is someone using?  #smog #game #creewalk   ,2019-02-26 11:10:16,RobertKowalski,0,
145,"               #smog #krakow https://polskialarmsmogowy.pl/files/artykuly/1635.pdf I recommend source: i.imgur.com   +: kto_zjadl_moj_tort, rybeczka  ",2019-02-25 19:59:06,Promozet1,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Z8DHL1rdtAtxpw3sKBUqzayu4UfDeMSr,w400.jpg""/>"
146,"               Understand that either a complete ban on killing anything or nothing will change. As someone pays fire or pizza, I also accept that he will continue to inhale shit. For Poles must be 0 or 1. Nothing in between !.  How will you be able to smoke in fireplaces, then appointed service to check the quality of used fuel? And whether it is definitely just a chimney or a multi-goat with a water jacket. I know from my own backyard the history of the construction of the 2x3 shepherd's house, which later turned out to be a 450m2 home in the heart of the mountain. Whoever will not let you build a pizza restaurant that will never be one, and will allow you to install a high-power oven that spills all shit  This posture, and how to ban, etc. agree on the deepening of the topic of smog, you can see it you like.  #smog #right show the whole   +: lenovo99, Kjedne +6 others  ",2019-02-25 18:50:28,KrolWlosowzNosa,8,
147,"  smog smog but the sunset is good today #reference #widokzbalkonu source: zachod.jpg   +: CrystalMaiden28, Scribble +4 others  ",2019-02-25 18:01:19,peysowy,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Bwbtx2aRrQmray9leAD7QEMLdP1Qd3Ac,w400.jpg""/>"
148,"               But I swear my back, Halko. It's this horrible cough!  show spoiler Eh this Krakow smog (╥﹏╥)  # you want #gownowpis ​​#krakowskiewykopparty   +: Bladi89, Trelik +1 different  ",2019-02-25 16:58:34,tloczonka,3,
149,"               391547.21 - 12.37 = 391534.84  Today, a little poor - probably this time too little sleep ... I kind of woke up at 4:30, but somehow I was extremely reluctant. I quickly checked the conditions and surprise - smog, as I expected, so high that you need to put on a mask - but the temperature ... + 1 ° C! Ha! Short clothes! Just after five I went - it was quite poor, I do not know if due to lack of sleep or yesterday's evening visit to the trampoline park (͡º ͜ʖ͡º) I tried to keep the pace a bit higher than a walker, but not much out of it - that's why I decided to shorten the route to 12 km and calmly get home with an average rate of 5:15 min / km. At least nice daybreak I caught ...  Judging by the current level of smog and the stronger wind, I hope that tomorrow I will run without a mask tomorrow (ʘ‿ʘ)  show spoiler #track #guidingtop #guiding #enronczlapie #ruszkrakow  show the whole source: embed.jpg   +: Akuku69, dawidix89 +8 others  ",2019-02-25 14:17:25,enron,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_YFSpojwNDS3k8SQTmzg0fxwIcxCi6De4,w400.jpg""/>"
150,"               #krakow #smog How do you get your jackets ready ;-) a nice gift you did heheh (͡ ° ͜ʖ ͡ °)   +: KanPracy, C_H_M_I_E_L_U  ",2019-02-25 12:35:52,a-lexis,2,
151,"               That's how XDDD works  #heres #humoric #wroclaw #smog source: 1551081464688.jpg   +: fankyfranki, raphau +952 others  ",2019-02-25 08:58:02,Birbirgo13,954,
152,"               The first time I met was to see such a clear border of fog (or maybe it's a smog?). In a few minutes it moved quite well, you can barely see the blocks on May 1.  #szczecin #Pogoda #therequirednight #ochujtuchodzi source: _6287991657904209920_n.jpg   +: dorotka-wu, Destruktor91 +1 other  ",2019-02-25 08:26:32,wankiel,3,
153,"               Here in the future there will be certificates for CO2 - personal, if you exceed this euthanasia (for the good of the whole, it disgusts the society so that it does not defend saying that you are polluting the environment, etc.).  #ekologia #smog # co2 #certificates #previousness   ",2019-02-24 15:29:37,tibun,0,
154,"               Somsiad smokes plastic, how to best heat it? Can I register it online? Will he get his ass?  #somsiad #policja #smog #janusze source: scontent.fktw1-1.fna.fbcdn.net   +: slavas, MicroPepe  ",2019-02-24 11:12:38,PanHagrid,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_9auVPTcLaeLW6bSqlsLPo3W3JASkkNnA,w400.jpg""/>"
155,"               you do not know what tricks to do that does not kick from the fireplace .. :-) You can take out the original gliders and give in the tube .. often these factory do not open evenly at 180 degrees, because it supposedly protect the fireplace, but without exaggeration, there is no such fire there ..  you can seal everything with a thin string and glue ..  and mega dry and chipped wood ..  but I think always some balloon comes up as the window opens for a second to place :-(?  #heating #budownictwo #dom #polska #smog #budujzwykopem show the whole   ",2019-02-24 10:35:28,nutka-instrumentalnews,0,
156,"               392080,22 - 15.64 = 392064,58  Today, blissful laziness.  I got up earlier than yesterday - but somehow it was hard for me to gather ... Another thing was that I did not want to take in the lighting - so it was not an option before 6.  Spring has not come back yet. Today is warmer, -3 ° C, strong wind and - to my surprise - high level class = ""bgfbfbd3""> smog",2019-02-24 09:05:35,enron,10,
