,post,date,user,vote,image
72,"               #fotografia #earthporn Zakrzówek with a view of the Tatras, even a bit of smog can be seen (͡º ͜ʖ͡º) source: fot007.jpg   +: Hoverion, dorkas +2 others  ",2018-02-15 07:32:19,hrbmx,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_X3TSlVWSJPXoQsnHq8Laqw9DzZeh3VOv,w400.jpg""/>"
73,"               I am looking for a face mask for my #rozowypasek, because I am studying in Wroclaw, and there, apparently since the present time, Wawel SMOG is prowling (͡º ͜ʖ͡º)  I am looking for a mask with an idea, i.e. With some pattern, so that it would be fashionable enough for her to wear it. (For an ordinary universal, you do not want to ...)   +: Cronox, 77LatBedeNatures  ",2018-02-14 21:26:12,Felynsky,2,
74,"               #slask #smog #gorzkiezale Everyone races to inform about the state of air but somehow no one wants to present solutions to the problems. Sad. (͡ ° ʖ̯ ͡ °)   +: Fiodor1353, slavas +3 others  ",2018-02-14 19:07:10,Svoboda,5,
75,"               What anti-smog masks do you recommend Mireczki? I'm just starting the riser, so maybe you can tell me what to look for? : S #smog #kychochromyte   +: Cronox  ",2018-02-14 17:25:29,anakin69,1,
76,"               Such a small visibility test of Sky Tower from al. Piastów depending on the level of pollution in the air. Gapa from me - I did not write down what were the readings from the moment of taking the picture.  In any case, Sky Tower is, Sky Tower is not there, Sky Tower is. ;)  #wroclaw #smog source: smog2a.jpg   +: icojamamtuwpisac, suluat +38 others  ",2018-02-14 14:43:28,JohnMarkII,40,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_rvSA9O6JCyN6Jbah9of8R1wNd5tdTmGD,w400.jpg""/>"
77,"               This feeling, when the smog is such that even your pediatrician is not going to leave the house without a mask ... (⌐ ͡ ■ ͜ʖ ͡ ■) #sonyszseksek #pies #piesel #smog #pokaza source: taki-smog-ze-az-piesel-prosil-o-maske-otherwise-nie-idzie-na-spacer.jpg   +: tomosano, ODDITY +8 others  ",2018-02-14 13:53:35,mac_jg,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_HLSbISDxy32iAoBLzl8wExJUEtRP5bpL,w400.jpg""/>"
78,"               gurwa halp myriad somsiada home bali #smog  show the spoiler and some #hehes   source: o-gurwa.jpg   +: P ......... r, be a gentleman +4 others  ",2018-02-14 13:47:47,papciu,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_haHlTB404D1zRSxIbsyHuRUs4tM3pZs7,w400.jpg""/>"
79,"               Can you somehow anonymously by the Internet report debates smoking everyone? #smog   +: Zaczekkk, slavas +2 others  ",2018-02-14 12:47:17,ziel0ny,4,
80,"               I'm glad I live in Poland B, at least there is no smog like on slag (͡ ° ͜ʖ ͡ °) A person can breathe clean air, well, though a little cow's genius collapses, but still better than smog #podlasie #bialystok #smog #wygryw #slask   +: S ......... a, Tarriken77 +7 others  ",2018-02-14 12:44:10,JanDzbanPL,9,
81,"  Home heating. What is the most profitable?  https://www.wykop.pl/link/4165469/ogrzewanie-domu-czym-najbardziej-sie-oplaca/  Heating the house together with the preparation of hot utility water accounts for as much as 70 percent. annual house maintenance costs. Heating costs depend on many factors, firstly on its thermal insulation standard, and then on the type of fuel and the efficiency of the heating system.  For your calculation, enable the number of hours needed to operate the oven multiplied by the cost of your work time. Do not forget about the time needed to organize the fuel, unload, bring yourself to order after leaving the boiler room, etc.  #technology #nequivements #dom #smog #heating #hydraulics #mikroreklama #coveringfor thebestrelease show whole source: okieminzyniera.pl   +: acidd, tomosano +5 others  ",2018-02-14 12:35:35,pogop,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_YSUpjXdyNJV3hy4WrQIaRgIaE9TGEOiF,w400.jpg""/>"
82,"               #smog #gearbest can you recommend some mask that will work in these smog conditions? the price does not matter, the air stinks and it's time to take responsibility for cancer ...   +: Cronox, 77LatBedeNatures  ",2018-02-14 12:29:48,emenems,2,
83,"               Will air-purifying machines stand in the capital?  http://warszawa.tvp.pl/35995587/czy-maszyny-oczyszczajace-powietrze-stana-w-stolicy  #warszawa #smog   +: petepi, Barnabeu +3 others  ",2018-02-14 12:19:47,modzelem,5,
84,"               #smog #polska #quest  How do I smoke with tires and inner tubes, but it's ok?  show spoiler (͡º ͜ʖ͡º)     +: Rangok, fredka09 +3 others  ",2018-02-14 12:04:34,kubakabana,5,
85,"               #smog #nosaczsundajski source: unreadable.JPG   +: benzdriver, Bekon2000 +21 others  ",2018-02-14 11:04:28,klossser,23,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_r52UjL9gmubWNQfNeGxEBTWbZ0GG9z1I,w400.jpg""/>"
86,"               It turns out that Smog affects the intelligence and aggressive behavior in cities: http://zdrowie.radiozet.pl/Alarm-smogowy/Im-wiecej-smogu-tym-wiecej-przestepstw-i-agresja.-Nowe-wyniki- research Another argument to promote electric cars, renewable energy and green cities. Health is not a catch! #tesla #ecologia #emachineelectric #solarcity #not show the whole   +: UNCONVENTIONAL, uzekamanzi +3 others  ",2018-02-14 10:41:26,divinorum,5,
87,"               Mirki, In Wroclaw, this concentration of dirt in the air that I am wondering about the anti-smog mask In the network I have sensed something like this: https://respro.com.pl/ but apart from the manufacturer's declarations, I do not see any confirmation that the masks work the way they are supposed to work. Can someone speak, recommend masks? #wroclaw #smog #air contamination show the whole   +: kidzior, LeonardoDayment + 2 others  ",2018-02-14 10:34:19,Koryntiusz,4,
88,"               Someone will explain to me what - apart from illegal burning in a home oven - can be used granules from car tires sold by ton of olx?  https://www.olx.pl/oferta/pyl-gumowy-granulat-z-opon-osobowych-CID619-IDrzXel.html  #smog #bielskobiala show the whole . . . click to expand the picture. . source: fromapp.jpg   +: aroaro1993, slavas +45 others  ",2018-02-14 10:24:47,uosiu,47,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_tMHN4LuYNilfKC3sgxRMZwE9r9uVK7J2,w400.jpg""/>"
89,"               I am going today to #wroclaw Mam #pytanie Is such a mask enough?  #kiciochpyta #smog source: Ml_1_001.jpg   +: piotras-85, kidzior +11 others  ",2018-02-14 09:50:53,m....z,13,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_EhKbt7olrYPDkEvprkxMh59yXINkSSKz,w400.jpg""/>"
90,"               Is it worth climbing the stairs to preserve the form and even lose a few kg? I have been running a bit lately because in Warsaw the smog is biting my throat. I do not want to go to the gym. I thought that perhaps 40 minutes a day to climb the stairs will replace aerobic training. Hm? #dieta #silownia   +: ejoker, Cronox +1 other  ",2018-02-14 09:46:58,aswalt,3,
91,"               #szczecin #warsztat #strazmiejska #smog as you are looking for a workshop in Szczecin I do not recommend 60 Seconds to Starkiewicza Street. pile some gown every morning, reported to MS but they do not respond. some black PR will come in handy (apart from that the workshop is not BTW) . . . click to expand the picture. . source: 1518597048338.jpeg   +: peradon, Kutazzz +8 others  ",2018-02-14 09:30:55,jodzi,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_7HbgVabsIrUgA0obkkT8iJVWDZcFoFFd,w400.jpg""/>"
92,"               In the end, I was nervous and I raised patola to the bagels, because the stench was such that the eyes were tearing through the closed windows. Result? I got an e-mail that no XDDDD chicken was detected as a result of the intervention, I do not have any more strength. #warszawa #smog source: fromapp.jpg   +: massbombing, Arkil +951 others  ",2018-02-14 08:36:05,Krachu,953,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_Q9wcu1DfEQ6U2MRygctGAXGoOtp2Qsgu,w400.jpg""/>"
93,"               That smog stench. Can you recommend a proven face mask? #wroclaw #smog   +: slavas, Cronox +1 other  ",2018-02-14 06:27:54,bachus,3,
94,"               #smog does anyone have a particle counter from aliexpress? Works? Can you advise something? Of course, the cheaper the better (͡ ° ͜ʖ ͡ °)   +: Jurigag, Cronox +1 other  ",2018-02-13 23:31:50,Precypitat,3,
95,"               I'm fucking, let this Poland get 100 billion euros for this smog, after all, it's fucking like in Beijing, you can feel the sharp smoke in the air until it bites.  #warszawa #smog source: x3.wykop.pl   +: DryfWiatrowZachodnich, C ..... m +11 other  ",2018-02-13 22:54:21,denuke,13,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_vaLZ7lI04n2hNVTUKKHTonKsurMGubeE,w400.jpg""/>"
96,"               Mirki what air purifier does home, what technologies, more expensive or not necessarily? What brand? What are your experiences? #pair cleaner #smog #allergy #health #air   +: Cronox, 77LatBedeNatures  ",2018-02-13 22:49:44,Nie_mow_do_mnie,2,
97,"               #warszawa #smog #gdziejazyje Is such concentration the correct reading or indications from #airly are not authoritative? Some drama outside. source: embed.jpg   +: Cronox, 77LatBedeNatures  ",2018-02-13 22:46:27,Euphor,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_mH5KjiAYpBm6fC9uCObjcVgN4t2etwOr,w400.jpg""/>"
98,"               #smog Rawa Maz. - 158, PM 2.5- 952% Skierniewice-189, PM 2.5- 1228% Ostrów Wlkp.- 184, PM 2.5- 1180%  probably recycling tires   +: slavas, xstempolx +2 others  ",2018-02-13 22:38:49,bajnok8,4,
99,"               As I'm pissed off, this supposedly will get rid of the God's smog scandal that burns wood with stain in homes. Let them take too big rolls, factories and only then will they be surprised how pollination will fall. And not for retailers. #smog   +: BeetleJuice, Radziwil172 +3 others  ",2018-02-13 20:00:15,birus,5,
100,"               xD #smog source: Untitled.png   +: both-manigger, Tisch +5 others  ",2018-02-13 19:53:30,Termak,7,
101,"               @kocioIek: how to prevent the formation of smog? for each answer, a virtual kiss in the forehead. (͡ ° ͜ʖ ͡ °) #smog #message #queryquest # question   +: Cronox, 77LatBedeNatures  ",2018-02-13 19:49:22,kocioIek,2,
102,"               Cups, these sensors are sure to show correctly? #warszawa #smog . . . click to expand the picture. . source: fromapp.jpg   +: slavas, Cronox +1 other  ",2018-02-13 19:39:34,swiatus85,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_PU30zTs2bIZEAYiVUYYBTwQwxiJRyr1Z,w400.jpg""/>"
103,"               The question about #smog in my hometown does not have a municipal guard, this is where I can report such hoi, because it stinks in half of the city. We have sensors in the city, they glow in red, so I'm sure something is laughing here. (✌ ゚ ∀ ゚) ☞   +: Mirek_Belka, Cronox  ",2018-02-13 17:17:04,marcinka,2,
104,"               I'm trying to strength in posters. #createthecreate #create #vector #reverse #smog source: warsz.jpg   +: cyckonauta, Priya +190 others  ",2018-02-13 16:22:45,Nikas,192,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_DBEnUasE06ieddhttJ1Oj0I3YM62cWWI,w400.jpg""/>"
105,"               Mother, but jebie with coal and soot in Śródmieście (͡ ° ʖ̯ ͡ °) #wroclaw #smog   +: trained drummer, WiernyUfoludek +3 others  ",2018-02-13 16:19:27,pijmleko,5,
106,"               How good is the Xiaomi Air Purifier 2 filter in #krakow? #xiaomi #techweek #smog   +: Zaczekkk, Cronox  ",2018-02-13 14:12:02,smietanaminer,2,
107,"               Have you seen the first Polish cover #vogue? I have corrected her a bit ...  show spoiler #tworczoscwlasna #modadamska #ubierajsiezwykopem #heheszki #smog #warszawa   source: smogue.jpg   +: overjoyed, sharp_wodorosty +281 others  ",2018-02-13 13:34:31,M4h00n,283,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_xxwaFj9Ew3ri4rvM1lT2Qyqkv0WkQuc0,w400.jpg""/>"
108,"               The LIFE-APIS / PL drone tests measuring pollution in the air in Wrocław  And I have a question for connoisseurs, if anyone is flying a drone to my property, can I knock him down?  #wroclaw #smog #drony #dron @IRONSKY_UAVTechnology source: scontent-frx5-1.xx.fbcdn.net   +: Migfirefox, salvater +43 others  ",2018-02-13 12:56:32,mroz3,45,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_9VKD1cbOhVdXcyzFNlORu0QCwixrQQyY,w400.jpg""/>"
109,"               Miraski, did you have the pleasure of using the GOCLEVER Cristal Air Coral air purifier. For cholera I can not find satisfactory opinions about this contraption. #airfilter #smog #electronics   +: Cronox  ",2018-02-13 11:24:51,Skrytt,1,
110,"               Green lungs of Poland ...  #smog #bialystok source: fromapp.jpg   +: Tarriken77, benzdriver +4 others  ",2018-02-13 11:24:21,vesterr,6,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_FoUyvlAV04gq6LGTEKAnZZ96kiWvWM0x,w400.jpg""/>"
111,"               Mr. Klawiatur recently did the Xiaomo Purifier test, I did today a cleansing test that I have: sharp kc-a50euw. The purifier is already working for the second year, in principle 24h / day, during this time I have not exchanged filters - these have a lifespan of 5-10 years, and I have cleaned the carbon filter under running water several times. According to the manufacturer, it provides almost 100% efficiency in air purification from pm 2.5, the maximum airflow is 306 m3 / h. PM 2.5 particles were measured using the Xiaomi detector. And I will tell you that the purifier works perfectly. If you were thinking about buying this type of device for your home, do not hesitate. No point wasting life!  The norm of average daily concentration of pm2.5 is 25 μg / m3.  The cleaned room: 23m3.  Before starting the device, I opened the window for 15 minutes in the room, closed the window and then waited another 15 minutes.  Results Starting value pm 2.5: 50 End value pm. 2.5: 1 Working time: 9 minutes in the highest cleaning mode https://s18.postimg.org/9rrmxehrt/screenshot_1540.png  As a bonus, two readings. The first, how much of this crap can be at home (reading from the vestibule): https://s18.postimg.org/ve6neh62h/screenshot_1541.png  The second, how much of this shit is currently in the air in Rzeszów: https://s18.postimg.org/ubwgvyxjt/screenshot_1542.png (as if someone had a reading problem: 116 -> 464% of the norm).  I also plan to measure how much dust there is when firing the furnace from the bottom. It just so happens that the neighbor smokes and can smoke the whole area ...  #smog #seatheathair #sharp #tylkogaz #rzeszow show whole   +: hced_z_ramu, mandrake13 +6 others  ",2018-02-13 11:11:46,xinn,8,
112,"               Such a state of air was in Kielce this morning #smog . . . click to expand the picture. . source: Screenshot_20180213-050550.png   +: slavas, Cronox  ",2018-02-13 09:38:47,Szaku69,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_NMJ0ICS4smLShh2zWToNVSI1vziawJ59,w400.jpg""/>"
113,"               Good morning Mirki on this beautiful morning! #lublin #smog . . . click to expand the picture. . source: Screenshot_2018-02-13-07-08-01.jpg   +: eARLq3, cypisek84 +3 others  ",2018-02-13 07:18:56,szamaan,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_VK8ar4oOGRoHwdrHThGFLjjKEU8J40Tm,w400.jpg""/>"
114,"               Well, it's cool to see (͡ ° ʖ̯ ͡ °) #slask #smog #zalesie . . . click to expand the picture. . source: embed.jpg   +: Graner, Freakz +3 others  ",2018-02-13 02:23:00,j......k,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_3m8FvCqMRos2K0Uu5aKMwAvABwPPtH4Y,w400.jpg""/>"
115,"               I think it's time to move out ... Too bad for health.  #kielce #smog . . . click to expand the picture. . source: fromapp.jpg   +: Freakz, paramite +7 others  ",2018-02-13 02:04:02,lewactwo,9,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_FwBqFKkR9oGqTjJ9gkYBHkrzwlnzPfx4,w400.jpg""/>"
116,"               I feel sorry for the inhabitants of Nowy Targ.  #smog #newtarg source: fromapp.jpg   +: slavas, Cronox  ",2018-02-12 23:06:45,podajgarnek,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_eYs5xIBHUBV9oK5s08ltGltrrXeUhwxv,w400.jpg""/>"
117,"               ""In October 2017, by one regulation, the government has cut out boiling pots from the market, and suddenly the price of the cheapest device capable of heating the building has jumped from a minimum wage to four national averages! it almost burns ... ""- quoted from the site of pure heating  Fuck, I wanted to replace the furnace from the furnace which remembers the game on some of the drivers etc, and chuja. So man wanted to be eco :)  #budownictwo #smog #bekazpisu show the whole   +: Jankes89, Juzef +1 other  ",2018-02-12 22:51:05,Radoslav_a,3,
118,"               In Lodz as in Silesia #lodz #smog #lodzkurwa source: fromapp.jpg   +: slavas, lucasa +3 others  ",2018-02-12 22:36:43,Vittu,5,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_sDU6R4OWM8uAPn36fmRVxOgL0FKaMeSs,w400.jpg""/>"
119,"               Mirki, does any of you have an anti-smith mask from RZ MASK and you could share your opinion? Alternatively, recommend something at a similar price. Intended rather for urban walking.  #smog #quest #quote from #krakow   +: Cronox  ",2018-02-12 21:51:04,WielkaLampa,1,
120,"               The air is improving! xD #smog source: screenshotscdn.firefoxusercontent.com   +: slavas, Cronox  ",2018-02-12 21:37:18,Mars_is_flat,2,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_KsQqZF4bv4nUuf5GYnbq01C7BPzSpZNQ,w400.jpg""/>"
121,"               The air quality at the moment, you can see the annexes. Throughout the day, almost all of Poland was green, the frost came, the burning in the ovens began and the effect can be seen, but the smog is by the car. #smog . . . click to expand the picture. . source: fromapp.jpg   +: Freakz, DuchTwBolca +5 others  ",2018-02-12 21:19:23,exhale,7,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_KlmaptbomEJoPGKEzfpevNHITcB7Ja2o,w400.jpg""/>"
122,"               Mirka, do you think that this antysmogowe mask the stench, but whether it has any meaning? If so, could you recommend me some models? Please only proven, I read somewhere recently that the X models probably only 20% thought the test, the rest was sold on a wave of hype  #smog #zanieczyszczeniepowietrza #pytanie show all   +: Freakz, two other slavas  ",2018-02-12 21:09:32,Karaczan311,4,
123,"               Are you biting air well today (͡ ° ͜ʖ ͡ °) #smog #polska source: dsfsdf.png   +: eSports24, Freakz +2 others  ",2018-02-12 20:40:51,tbong,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_GrcCgnb5O7xL2fzZLxy2UuDzHuCRTian,w400.jpg""/>"
124,"               Do not leave the mega basement #smog #lodzkurwa (-‸ლ)   +: slavas, Cronox  ",2018-02-12 20:17:00,BrakKontaNaFejsie,2,
125,"               Well, how are you? (͡ ° ͜ʖ ͡ °) #smog source: smog.PNG   +: Cronox  ",2018-02-12 19:46:20,WujekJewpat,1,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_cW8sLrK8PU7VukbWWLIFtUyFGYIoOdpR,w400.jpg""/>"
126,"               @lossuperktos: #olsztyn #airly #smog I am interested in your opinion on the sensors that have recently been installed in our city. Does anyone know how much they show the right data? Recently in Olku almost non-stop over 70 with an indication of avoiding leaving the house :) Dust concentrations on Dajtki and os. Masurian region where the chimney is unchanged by 5% higher than on estates near the forest. Meanwhile, in TVN24 smog reports - the air in Olsztyn git - less than 40. How TVN lies? Have our specs dumped money in the mud?  https://map.airly.eu/en/#latitude=53.74032&longitude=20.51162&id=2510 show the whole   +: Tytys_Bomba, Cronox  ",2018-02-12 15:09:35,lossuperktos,2,
127,"               #krakow # question This is a neutral question, I do not mean shitstorm or quarrels, but seriously I'm curious about one thing: why do so many residents of the city very much defend President Majchrowski? Maybe the statistical group at which I have noticed it is simply too small to base any conclusions on it, however, more or less half of the people at the occasion of the conversation about city management accept a very enthusiastic attitude for the president. As for me, its popularity is at least disproportionate to the extent to which the city's problems are solved. How is the popularity of this man at the excavation?  - Mr. President, smog is awesome, about 800 percent, what solutions do you see? - I suggest nowhere to go out of the house if there is no need. - Looooo bravo, super president!  - Mr. President, the traffic jams are terrible, you can not get anywhere in time, what steps do you want to take? - Well, we'll build these roads once, what we are building now and this viaduct ... we will do something with this viaduct and it will be ok someday. - <the crowd pushes tears of emotion and enthusiasm>  Sure, before 2002, Krakow was certainly the rougher than now, but every city was. show the whole   +: kamalay, jamjamjam +3 others  ",2018-02-12 12:39:42,Wergiliusz,5,
128,"               How he feels #voice, so #chiveesie, I'm sleeping in a hostel in #krakow in a room of 8 people, including me with a friend (the rest are xD guys) and the only one! I repeat, as the only one! I thought about:  show spoiler Earplugs! Everyone in turn got up and woke each other and I was not touched by the sweetness I was burning. (͡ ° ͜ʖ ͡ °)  I recommend this feeling! Say #day and PS. What besides obvious things like #smog and #wawel is a must see in this beautiful city? Maybe you know some total crazy places! :) #create and a little #skiciochpyta show the whole thing source: embed.jpg   +: mineral, Klaatu_barada_nikto +6 others  ",2018-02-12 11:19:16,BzdziagwaLujka,8,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_5lDcdKQgDl8Ul50mYkIUGdzONGmW3OU8,wat400.jpg?author=BzdziagwaLujka&amp;auth=19e8519057ee792fda9812e35568182f""/>"
129,"               #ecology #smog #neuropa # 4konserwy #polska #slask #policy source: 1.png   +: Lipathor, CortesHernan +15 others  ",2018-02-12 09:58:07,Lukardio,17,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_LntqrNYM97ypuEoy6zQA42Hzjfwp80pV,w400.jpg""/>"
130,"               Mireczki!  Spontaneous trip from #krakow! Run from #smog to beautiful Hradczany! For this mainly weekend (͡ ° ͜ʖ ͡ °)  4 DAYS IN PRAGUE AT THE BEGINNING OF MARCH FROM PLN 251 (LOT + LOCATION)  Remember that this type of trip to anywhere in the world at any time we can organize for you - just fill out our contact form!  If you want to call for good offers / specific destinations - let me know in a comment!  To the next!  #breakplan #share #trackname #tanielothems #promotions #faced #tourism #treatmentshort #europa #ecensions #prague #reads show whole source: praga.jpg   +: camelinthejungle, Random_user +8 others  ",2018-02-12 09:45:39,Breakplan,10,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_1AoqxI7S7hjHbv6pa5Kv7UbzaacmqiLQ,w400.jpg""/>"
131,"               So check the state of air in Poland ??? #smog #air # air contamination http://www.radiozet.pl/Co-gdzie-kiedy-jak/Smog-w-Polsce-jak-sprawdzic-stan-powietrza-MAPA   +: Xatrox, Cronox  ",2018-02-12 09:31:42,moskal1,2,
132,"               Until the fuck does not want to believe (ʘ‿ʘ) (ʘ‿ʘ) #that #smog #slask #change # air contamination source: fromapp.jpg   +: Freakz, slavas +1 different  ",2018-02-12 02:24:42,M.......L,3,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_6vXbtDFVQn5Vka28Sne7mD38Ng45Curm,w400.jpg""/>"
133,"               #purifier #superair #cheeks #agd #air # smog # #families I have a question I bought a flat after a smoker and I have a problem with getting rid of the smell of the apartment. Clothes a few days after washing stinks with lump (͡º ͜ʖ͡º) I have an ozonator, every few months ozonuje flat, but there is no difference. I'm thinking about buying an air purifier but I do not know if it captures an unpleasant odor or just dust? I am asking for help, for it is like a homeless (͡º ͜ʖ͡º) show the whole   +: Cronox  ",2018-02-12 00:02:20,leopolis,1,
134,"               2972.78 - 6.09 = 2966.69  Leave!  Holidays are, at the instigation of our sister, we went to Wisła - as long as 100% satisfaction: great conditions, trainers for children, super, super lifts. The air is worse, because the smog in my opinion is worse than in Krakow - but it is difficult to say, I will put on a face mask for running :)  Well, let's get back to running;) Today is the first day of skiing, not very intense so I had the desire for evening running. Dressed in light winter clothes (-2 ° C), hung with lamps and reflections so that the TIRy would run away from me into the ditch I went out on the fragrant air of coal ... Sure, scorpion mode;)  I planned a route on my map with my finger - just 11 km to get tired. Route Profile - oh there, mountains and slopes are what ...  I FUCK.  I flew straight up the hill, what could go wrong? I do not know ... everything? What genius do you have to be to go straight to the summit, with an average slope of close to 10% <genius.jpg> - and all through the forest, in the hardly packed snow? It was forge more climbing than running, the pace died like a withering dick and for the first time since a long time I had to take a break after 1 and 2 km, because the lungs were going to jump out and run in the opposite direction. It is a pity that I forgot my heart rate monitor from Krakow, I would see values ​​that I forgot about ... After less than 3 km I reached the summit - and I knew that the only option was to return on the tracks. Even if I survived another 8km, I would have been bitten by my wife who was dying of fear at the thought that I would fly at night after some bushes, devoured by wolves, bears with insomnia, deer, marten and squirrels. Return was not a pleasure at all - it was hard on the hill, uneven and slippery snow, it's good that I took special task shoes (Adidas Canadia TR9 GTX) and did a medal. I would recommend!  Top and nightmare route. Massacre. I do not recommend. I need to count her xD again  #streak #creewildop #current #enronslapie #ruszkrakow show the whole thing source: embed.jpg   +: Akuku69, KAROO +19 others  ",2018-02-11 20:48:03,enron,21,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_lJhB4oEeEaXLbd4VJOrUSnhYwKQxyYD4,w400.jpg""/>"
135,"               it was a smog: < I put everything in my backpack and set the babylon on fire, and everything that (no) good finally has to end ... thank you, you can go out.   +: Freakz, Cronox  ",2018-02-11 20:09:25,Mowca_Umarlych,2,
136,"               3072,18 - 12.00 = 3060.18  Overdue on Friday.  For the previous two days I could not wake up - day after day I got up at 6, that is at the time when I should basically finish running ... On Friday I finally got up sensibly and at 5:15 I was ready ... YES! Forgotten heart rate monitor - sru up. Oh, still a lamp - up to the top of the ... Aaaaa murwa maseczka (class = ""bgfbfbd3""> smog",2018-02-11 20:05:49,enron,17,
137,"               # 4konserwy #neuropa # korvin As this man sometimes throws something, his hands fall. How can you negate smog ?! . . . click to expand the picture. . source: fromapp.jpg   +: overjoyed, petepi +17 others  ",2018-02-11 17:50:28,archates,19,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_j2AnMhrtoWqTTbz9Bx1JcSCSmIUGiUN5,w400.jpg""/>"
138,"               #smog #trend #supobry #slask #air pollution Something little today ... (͡ ° ʖ̯ ͡ °) source: fromapp.jpg   +: Freakz, two other slavas  ",2018-02-11 16:14:53,M.......L,4,"<img class=""block lazy"" data-original=""https://www.wykop.pl/cdn/c3201142/comment_2TD3etZWUFOeVLyNQtXdMxtQkirCuBMi,w400.jpg""/>"
139,"               Hey freaks from the # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # I am planning to buy an air purifier to improve sleep and fight allergies that will soon come to me (trees). What models do you recommend?  The more I read, the more confusion I have in my head. Ultimately, he will be standing in a room of 16m ^ 2. I would like it to be quiet enough to be able to sleep without a problem when the device is on. Of course, at the beginning I was thinking about the EMED PA-500 but I see that a lot of people have praised Webber AP8400 (although a few people complain that the ionizer probably does not do well).  Has anyone who bought a purifier due to allergy to pollen could comment? It's worth, is not it worth it? show the whole   +: Cronox  ",2018-02-11 15:04:42,wiluxpl,1,
140,"               sign the petition for access to airly sensors for the #airly #kanarek #smog canary https://secure.avaaz.org/pl/petition/Airly_sp_z_oo_Dostep_do_danych_o_zanieczyszczeniu_powietrza_dla_aplikacji_Kanarek/   +: Cronox, 77LatBedeNatures  ",2018-02-11 12:07:24,limsko,2,
